"verbatimDisposition","StandardDisposition","standard","checked"
"Exch. Count von Berlepsch",,0,0
"Exch. Count von Berlepsch Feb.'05",,0,0
"Exch. Count von Berlepsch, Feb 1905",,0,0
"Exch. Count von Berlepsch, Feb 1905 (2)?",,0,0
"Exch. Count von Berlepsch, Feb.'05",,0,0
"Exch. Count von Berlepsch,Feb.'05",,0,0
"Exch. D.A. Cohen Oct 20 '03",,0,0
"Exch. Darthmouth College Museum - 31 May 1951",,0,0
"Exch. Delaware Museum N.H.",,0,0
"Exch. Delaware Museum N.H. 2/72",,0,0
"Exch. Delaware Museum N.M.",,0,0
"Exch. Delaware Museum, N.H.",,0,0
"Exch. Delaware Museum,N.H.",,0,0
"Exch. Deleware Museum N.H.",,0,0
"Exch. Dr. G.M. Sutton, U. Oklahoma, Feb. 7th 1957",,0,0
"Exch. Dr. G.M. Sutton, Univ. Oklahoma, 7 Feb 1957",,0,0
"Exch. Dr. G.M. Sutton, Univ. Oklahoma, Feb 7, 1957",,0,0
"Exch. Dr. Stresemann-Berlin Museum, May 1927",,0,0
"Exch. dwith M.C.Z. July 1928",,0,0
"Exch. dwith O. Bangs, Sept 20, 1918",,0,0
"Exch. dwith Phila.Acad.Nat.Sci., July 1928",,0,0
"Exch. E. [illeg]e[illeg][illeg] Schioler, Jan 1927",,0,0
"Exch. E. Lehn Schiöle, Jan 1927",,0,0
"Exch. E. Lehn Schiöler Jan 1927",,0,0
"Exch. E. Lehn Schioler Jan. 1927",,0,0
"Exch. E. Lehn Schiöler Jan. 1927",,0,0
"Exch. E. Lehn Schioler, Jan 1922",,0,0
"Exch. E. Lehn Schioler, Jan 1927",,0,0
"Exch. E. Lehn Schiöler, Jan 1927",,0,0
"Exch. E. Lehn Schioler, Jan. [1929 ?]",,0,0
"Exch. E. Lehn Schioler, Jan. 1927",,0,0
"Exch. E. Lehn Schiöler, Jan. 1927",,0,0
"Exch. E. Loehn Schiöler Jan 1927",,0,0
"Exch. E. Loehn Schioler Jan. 1927",,0,0
"Exch. F.M. Chapman 1925",,0,0
"Exch. F.M. Chapman April 1925",,0,0
"Exch. F.M. Chapman April 1925 (Returned by NJ Audu",,0,0
"Exch. F.M. Chapman, Apr 1925",,0,0
"Exch. F.M. Chapman, April 1925",,0,0
"Exch. F.M. Chapman, April 1925; (Returned NJ Audub",,0,0
"Exch. F.M. Chapman-April 1925",,0,0
"Exch. F.M. Chapman-April 1925 (Returned by NJ Audu",,0,0
"Exch. F.M.Chapman 1925",,0,0
"Exch. Field Mus. Chicago, Nov 1922",,0,0
"Exch. Field Mus., Chicago, Nov 1922",,0,0
"Exch. Field Mus., Nov 1922",,0,0
"Exch. G. Kohn Nov 29/1890",,0,0
"Exch. Geo E. Mason, Jul 1922",,0,0
"Exch. Geo. E. Mason 1922",,0,0
"Exch. Geo. E. Mason July 1922",,0,0
"Exch. Geo. E. Mason, Jul 1922",,0,0
"Exch. Geo. E. Mason, July 1922",,0,0
"Exch. Geo. E. Mason, suly 1922",,0,0
"Exch. Geo. H. Mason, July 1922",,0,0
"Exch. Geo. Mason, Jul 1922",,0,0
"Exch. Geo. Mason, July 1922",,0,0
"Exch. Geo.E. Mason, July 1922",,0,0
"Exch. Geo.E.Mason, July 1922",,0,0
"Exch. Great Smoky Mount. Group",,0,0
"Exch. Great Smoky Mt. Group",,0,0
"Exch. H.K. Coale, Dec 4, 1913",,0,0
"Exch. Imp.Cal.Agr., Japan Dec.'09",,0,0
"Exch. Imp.Col.Agr. Japan Dec'09",,0,0
"Exch. Imp.Col.Agr. Japan, Dec.'09",,0,0
"Exch. Imp.Col.Agr.,Japan Dec.'09",,0,0
"Exch. J.H. Fleming",,0,0
"Exch. J.T. Nichols, July 31 1917",,0,0
"Exch. Louisiana State Univ. Mus, March 1975",,0,0
"Exch. M.C.Z., July 1928",,0,0
"Exch. MNH, U. of Conn. Mar 1984 LLS",,0,0
"Exch. Mus. of Comp. Zoo., Dec 1922",,0,0
"Exch. Mus. Paulista, Brazil March 1917",,0,0
"Exch. Museo Nacional Aregentina, Sept '17",,0,0
"Exch. Museo Nacional Argentina Sep. 17",,0,0
"Exch. Museo Nacional Argentina Sep.'17",,0,0
"Exch. Museo Nacional Argentina, Sep 1917",,0,0
"Exch. Museo Nacional Argentina, Sept '17",,0,0
"Exch. Museo Nacional Argentina, Sept. '17",,0,0
"Exch. Museo Nacional Argentina, Sept.'17",,0,0
"Exch. Museo Nacional Argentina, Sept'17",,0,0
"Exch. Museo Nacional, Argentina Sept '17",,0,0
"Exch. Museo Nacional, Argentina Sept.'17",,0,0
"Exch. Museo Nacional, Argentina, Sept '17",,0,0
"Exch. Museo Nacional, Argentina, Sept. '17",,0,0
"Exch. Museo Nacional, Argnetina Sept. '17",,0,0
"Exch. Museo Nacional, Augentina, Sept '17",,0,0
"Exch. Museo Nacional,Argentina Sep.'17",,0,0
"Exch. Museo National Argentina, Sept.'17",,0,0
"Exch. Museo Paulista Brazil 1917",,0,0
"Exch. Museo Paulista Brazil Mar. 1917",,0,0
"Exch. Museo Paulista Brazil March 1917",,0,0
"Exch. Museo Paulista Brazil, Mar 1917",,0,0
"Exch. Museo Paulista Brazil, March 1917",,0,0
"Exch. Museo Paulista March 1917",,0,0
"Exch. Museo Paulista, Brazil  March 1917",,0,0
"Exch. Museo Paulista, Brazil 1917",,0,0
"Exch. Museo Paulista, Brazil Mar 1917",,0,0
"Exch. Museo Paulista, Brazil mar. 1917",,0,0
"Exch. Museo Paulista, Brazil March 1917",,0,0
"Exch. Museo Paulista, Brazil March 1919",,0,0
"Exch. Museo Paulista, Brazil, Mar 1917",,0,0
"Exch. Museo Paulista, Brazil, March 1917",,0,0
"Exch. Museo Paulista, Brazil. March 1917",,0,0
"Exch. Museo Paulista, Brazxil March 1917",,0,0
"Exch. Museo Paulista, Mar 1917",,0,0
"Exch. Museo Paulista, March 1917",,0,0
"Exch. Museo Paulista,Brazil, Mar.1917",,0,0
"Exch. Museo Paulista,Brazil,Mar.1917",,0,0
"Exch. Museo Paulistia Brazil, May 1917",,0,0
"Exch. Nat Mus Kenya, Aug 1983",,0,0
"Exch. Nat. Mus. [Kenya illeg.]-Aug 1983",,0,0
"Exch. Nat. Mus. Kenya, Aug 1983",,0,0
"Exch. Nat. Mus., Kenya Aug 1983",,0,0
"Exch. Neterstrom Ostersund, Sweden  June 1, 54",,0,0
"Exch. Netterstrom, Ostersund, Sweden II'54",,0,0
"Exch. New Mex. State Univ., Apr 1975",,0,0
"Exch. O. Bangs Boston, July 1906",,0,0
"Exch. O. Bangs, Boston July 1906",,0,0
"Exch. O. Bangs, Boston July, 1906",,0,0
"Exch. O. Bangs, Boston July,1906",,0,0
"Exch. O. Bangs, Boston, July 1906",,0,0
"Exch. O. Bangs, Sept. 20, 1918",,0,0
"Exch. O. Bangs,Boston, July 1906",,0,0
"Exch. O.Bangs Boston, July 1906",,0,0
"Exch. O.Bangs, Boston July 1906",,0,0
"Exch. O.Bangs, Boston, July 1906",,0,0
"Exch. O.Bangs, July 1906",,0,0
"Exch. Paris Mus. Oct 1932",,0,0
"Exch. Phil. Acad. Nat. Sci.",,0,0
"Exch. Phil. Acad.Nat. Sci.",,0,0
"Exch. Phil. Acad.Nat.Sci.",,0,0
"Exch. Phil.Acad. Nat. Sci.",,0,0
"Exch. Phil.Acad. Nat.Sci.",,0,0
"Exch. Phil.Acad.Nat. Sci.",,0,0
"Exch. Phil.Acad.Nat.Sci",,0,0
"Exch. Phil.Acad.Nat.Sci.",,0,0
"Exch. Phila Acad Nat. Sci.",,0,0
"Exch. Phila Acad. Nat. Sci.",,0,0
"Exch. Phila Acad.Nat.Sci.",,0,0
"Exch. Phila,Acad,Nat.,Sci.",,0,0
"Exch. Phila. Acad. Nat. Sci.",,0,0
"Exch. Phila. Acad. Sci.",,0,0
"Exch. Phila. Acad.Nat.Sci.",,0,0
"Exch. Phila., Acad.Nat.Sci.",,0,0
"Exch. Phila.Acad.Nat.Sci.",,0,0
"Exch. Phila.Acad.Nat.Sci. July 1928",,0,0
"Exch. Phila.Acad.Nat.Sci., July 1928",,0,0
"Exch. R.C. McGregor",,0,0
"Exch. Rothschild Coll & when returned to AMNH, ren",,0,0
"Exch. S. G. Jewett - Oct 28, 1926",,0,0
"Exch. sent Cleveland Mus., Jan 6, 1932",,0,0
"Exch. sent sto U.S. National Museum",,0,0
"Exch. sent t U.S. Nat. Museum",,0,0
"Exch. sent to Berlin Mus. Jan 8, 1932",,0,0
"Exch. sent to Berlin Mus., Jan 8, 1932",,0,0
"Exch. sent to Berlin Museum, Jan 8, 1932",,0,0
"Exch. sent to Berlin Zoo. Mus., Jan 8, 1932",,0,0
"Exch. sent to Berlin Zool Mus. Jan 8, 1932",,0,0
"Exch. sent to Berlin Zool. Jan 8, 1932",,0,0
"Exch. sent to Berlin Zool. Mus, Jan 8, 1932",,0,0
"Exch. sent to Berlin Zool. Mus. 8 Jan 1932",,0,0
"Exch. sent to Berlin Zool. Mus. Jan 8, 1932",,0,0
"Exch. sent to Berlin Zool. Mus. Jan 9, 1932",,0,0
"Exch. sent to Berlin Zool. Mus., 8 Jan 1932",,0,0
"Exch. sent to Berlin Zool. Mus., Jan 6, 1932",,0,0
"Exch. sent to Berlin Zool. Mus., Jan 8 1932",,0,0
"Exch. sent to Berlin Zool. Mus., Jan 8, 1932",,0,0
"Exch. sent to Berlin Zool., Jan 8, 1932",,0,0
"Exch. sent to Bishop Mus. Jan 21, 1932",,0,0
"Exch. sent to Bishop Museum 21 Jan 1932",,0,0
"Exch. sent to Bishop Museum Jan 21, 1932",,0,0
"Exch. sent to Bishop Museum Jan 21,1932",,0,0
"Exch. sent to Bishop Museum, 21 Jan 1932",,0,0
"Exch. sent to Bishop Museum, Jan 1932",,0,0
"Exch. sent to Bishop Museum, Jan 21 1932",,0,0
"Exch. sent to Bishop Museum, Jan 21, 1932",,0,0
"Exch. sent to Clevelan Mus. Jan 6, 1932",,0,0
"Exch. sent to Cleveland Mus Jan 6, 1932",,0,0
"Exch. sent to Cleveland Mus, Jan 6, 1932",,0,0
"Exch. sent to Cleveland Mus. 6 Jan 1932",,0,0
"Exch. sent to Cleveland Mus. Jan 6 1932",,0,0
"Exch. sent to Cleveland Mus. Jan 6, 1932",,0,0
"Exch. sent to Cleveland Mus. Jan. 6, 1932",,0,0
"Exch. sent to Cleveland Mus. Jan6, 1932",,0,0
"Exch. sent to Cleveland Mus., 6 Jan 1932",,0,0
"Exch. sent to Cleveland Mus., Jan 6 1932",,0,0
"Exch. sent to Cleveland Mus., Jan 6, 1932",,0,0
"Exch. sent to Cleveland Mus., Jan 6,1932",,0,0
"Exch. sent to Cleveland Mus., Jan 7, 1932",,0,0
"Exch. sent to Cleveland Mus.; 6 Jan 1932",,0,0
"Exch. sent to Cleveland Museum, Jan 6, 1932",,0,0
"Exch. sent to Cleveland, Jan 6, 1932",,0,0
"Exch. sent to National Museum",,0,0
"Exch. sent to Swedish Mus, Dec 12, 1931",,0,0
"Exch. sent to Swedish Mus. 12 Dec 1931",,0,0
"Exch. sent to Swedish Mus. Dec 1, 1931",,0,0
"Exch. sent to Swedish Mus. Dec 12, 1931",,0,0
"Exch. sent to Swedish Mus. Dec 12,1931",,0,0
"Exch. sent to Swedish Mus. Dec 13, 1931",,0,0
"Exch. sent to Swedish Mus., 12 Dec 1931",,0,0
"Exch. sent to Swedish Mus., Dec 12, 1931",,0,0
"Exch. sent to Swedish Mus., Dec 12,1931",,0,0
"Exch. sent to Swedish Museum, Dec 12,1931",,0,0
"Exch. sent to to Cleveland Mus. Jan 6, 1932",,0,0
"Exch. sent to U.S. National Mus.",,0,0
"Exch. sent to U.S. National Museum",,0,0
"Exch. sent to U.S. National Musuem",,0,0
"Exch. sent U.S. National Mus. Jan 1932",,0,0
"Exch. Stockholm N.H. Museum - May 1927",,0,0
"EXCH. Stockholm N.H. Museum, May 1927",,0,0
"Exch. Stockholm N.H. Museum,May 1927",,0,0
"Exch. Stockholm N.H. Museum-May 1927",,0,0
"Exch. Stockholm N.H., May 1927",,0,0
"Exch. Stockholm N.Hist. Mus., May 1927",,0,0
"Exch. Stockholm Nat. Hist. Museum, May 1927",,0,0
"Exch. Stockholm, N.H. Museum-May 1927",,0,0
"Exch. Stockhom N.H. Museum May 1927",,0,0
"Exch. Tackapausha Museum",,0,0
"Exch. to Alex Walker, 1961",,0,0
"Exch. to Alex Walker,1961",,0,0
"Exch. to Australia Museum In S. Wales, Australia 3",,0,0
"Exch. to Australian Mus.&New S. Wales,Australia, 2",,0,0
"Exch. to Australian Mus., 2/10/82",,0,0
"Exch. to Australian Mus., N.S. Wales, Australia, 2",,0,0
"Exch. to Australian Museum, N.S. Wales, Australia-",,0,0
"Exch. to Berlin Zool. Mus. Jan 8, 1932",,0,0
"Exch. to British Museum, 30 Nov 1960",,0,0
"Exch. to British Museum, Jan 1955",,0,0
"Exch. to Brooklyn Museum",,0,0
"Exch. to Car. State Mus. 1/1989",,0,0
"Exch. to Carnegie Mus. Jan 1932",,0,0
"Exch. to Carnegie Mus., Dr. Parkes, 10/28/70 DOB",,0,0
"Exch. to Carnegie Mus., Jan 1932",,0,0
"Exch. to Carnegie Muse. Jan 1932",,0,0
"Exch. to Carnegie Museum Jan 1932",,0,0
"Exch. to Carnegie Museum, Jam 1932",,0,0
"Exch. to Carnegie Museum, Jan 1932",,0,0
"Exch. to Carnegie Museum, Jan 1936",,0,0
"Exch. to Carnegie Museum, Jan, 1932",,0,0
"Exch. to Chicago Mus.",,0,0
"Exch. to Cincinnati, 12/19/69",,0,0
"Exch. to Copenhagan Zool. Mus., May 1985",,0,0
"Exch. to Copenhagen Zool. Mus. May 1986",,0,0
"Exch. to Copenhagen Zool. Mus., May 1986",,0,0
"Exch. to Dr. Campos Seabra 4/71",,0,0
"Exch. to Dr. Campos Seabra, 4/22",,0,0
"Exch. to Dr. Campos Seabra, 4/71",,0,0
"Exch. to Dr. Campos Seabra, R. de Janeiro, Apr 197",,0,0
"Exch. to Dr. L.C. Sanford, Nov 1921",,0,0
"Exch. to Dr. W.H. Phelps",,0,0
"Exch. to Gorgas mem Laboratory, Dr. Amadon, 9/29/7",,0,0
"Exch. to Herbert Zeidler, 10 Feb 1956",,0,0
"Exch. to Herbert Zeidler, Feb 10 1956",,0,0
"Exch. to Herbert Zeidler, Feb 10, 1956",,0,0
"Exch. to Herbert Zeidler, Feb. 10, 1956",,0,0
"Exch. to J.H. Fleming, Nov 26, 1924",,0,0
"Exch. to Louisiana State Univ., Dr. George H. Lowe",,0,0
"Exch. to Miguel Lillo Institute, Dr. C.C. Olrog, T",,0,0
"Exch. to Mr. Dieter Blume, Germany, Dr. Short, 5/2",,0,0
"Exch. to Mus. Copenhagen, May 1959",,0,0
"Exch. to Museum National D'Histoire Naturelle",,0,0
"Exch. to Museum Natural Science, Louisiana, Aug. 1",,0,0
"Exch. to N. Car. State Mus. 1/1989",,0,0
"Exch. to N. Car. State Mus. 1/89",,0,0
"Exch. to N. Car. State Mus., 1/1989",,0,0
"Exch. to N. Car. State Mus., 1/89",,0,0
"Exch. to N. Car. State Museum, 1/89",,0,0
"Exch. to N. Carolina State Mus., 1/89",,0,0
"Exch. to N. Caroline State Museum-1/89",,0,0
"Exch. to N.Car. State Mus. 1/1989",,0,0
"Exch. to N.Y. Sci Supply",,0,0
"Exch. to N.Y. Sci. Supply",,0,0
"Exch. to N.Y. Scientific Supply Co., 17 Jan 1957",,0,0
"Exch. to Nat. Mus. Bulawayo, Zimbabwe, Sep 1982",,0,0
"Exch. to Nat. Mus. Kenya, Aug 1983",,0,0
"Exch. to National Mus. Kenya, Africa, 4 Feb 1982",,0,0
"Exch. to National Mus., Rhodesia; 3/12/70, S. Kait",,0,0
"Exch. to National Mus.-Kenya, Africa, 2/14/82",,0,0
"Exch. to NY Sci.-Supply Co.",,0,0
"Exch. to Occidental College, Calif, Oct 14, 1963",,0,0
"Exch. to Occidental College, Calif. Oct 14, 1963",,0,0
"Exch. to Occidental College, Calif., 14 Oct 1964",,0,0
"Exch. to Peabody Museum, Yale Museum, August 1964",,0,0
"Exch. to Phelps - ADG-1949",,0,0
"Exch. to Phelps - Aug 1949",,0,0
"Exch. to Phelps - Aug. 1949",,0,0
"Exch. to Phelps, Aug 1949",,0,0
"Exch. to Phelps-Aug, 1949",,0,0
"Exch. to Phelps-Aug. 1949",,0,0
"Exch. to Prince Hans of Liechtenstein",,0,0
"Exch. to Prince Hans of Liechtenstein, 1952",,0,0
"Exch. to Prince Hans of Liechtenstein,1952",,0,0
"Exch. to Queensland Museum, Australia, Dr. Veynon,",,0,0
"Exch. to Rothchild 2nd re-numbered 459013 on retur",,0,0
"Exch. to Rothschild  and renumbered AMNH 655354 wh",,0,0
"Exch. to Rothschild & renumbered 700711 with the R",,0,0
"Exch. to Rothschild & renumbered 700716 on return",,0,0
"Exch. to Rothschild & when ret'd to AMNH, renumber",,0,0
"Exch. to Rothschild & when returned renumbered 700",,0,0
"Exch. to Rothschild & when returned renumbered 701",,0,0
"Exch. to Rothschild and on return renumbered 70073",,0,0
"Exch. to Rothschild and renumbered 700713 on retur",,0,0
"Exch. to Rothschild and renumbered AMNH #655355 wh",,0,0
"Exch. to Rothschild and rnumbered 700715 on return",,0,0
"Exch. to Rothschild and rnumbered 700717 on return",,0,0
"Exch. to Rothschild and when returned renumbered 7",,0,0
"Exch. to Rothschild Coll. & renumbered AMNH 655352",,0,0
"Exch. to Rothschild Coll. & when coll. came to AMN",,0,0
"Exch. to Rothschild Coll. & when coll. returned to",,0,0
"Exch. to Rothschild Coll. & when R. Coll came to A",,0,0
"Exch. to Rothschild Coll. & when R. Coll. came to ",,0,0
"Exch. to Rothschild Coll. & when ret'd to AMNH, re",,0,0
"Exch. to Rothschild Coll. & when returned to AMNH ",,0,0
"Exch. to Rothschild Coll. & when returned to AMNH,",,0,0
"Exch. to Rothschild Coll. & when returned to ANMH,",,0,0
"Exch. to Rothschild Coll. & when returned, recatal",,0,0
"Exch. to Rothschild Coll. and when ret'd to AMNH, ",,0,0
"Exch. to Rothschild Coll. and when returned to AMN",,0,0
"Exch. to Rothschild Mus. and when returned to AMNH",,0,0
"Exch. to Rothschild on return renumbered 700732",,0,0
"Exch. to Rothschild on return renumbered 700735",,0,0
"Exch. to Rothschild renumbered 700714 on return",,0,0
"Exch. to Rothschild -when returned renumbered 7006",,0,0
"Exch. to Rothschild when returned renumbered 70074",,0,0
"Exch. to Rothschild,  when returned renumbered 700",,0,0
"Exch. to Rothschild, on return renumbered 700677",,0,0
"Exch. to Rothschild, on return renumbered 700678",,0,0
"Exch. to Rothschild, on return renumbered 700679",,0,0
"Exch. to Rothschild, when returned numbered 700750",,0,0
"Exch. to Rothschild, when returned renumbered 7005",,0,0
"Exch. to Rothschild, when returned renumbered 7006",,0,0
"Exch. to Rothschild, when returned renumbered 7007",,0,0
"Exch. to Rothschild-when returned renumbered 70063",,0,0
"Exch. to Rothschild-when returned renumbered 70064",,0,0
"Exch. to Rothschild-when returned renumbered 70067",,0,0
"Exch. to Rothschild-when returned renumbered 70076",,0,0
"Exch. to Rothschild-when reurned renumbered 700636",,0,0
"Exch. to São Paulo Museum (C.F.A. Camarga) Jan 196",,0,0
"Exch. to Sci. Supply, N.Y.",,0,0
"Exch. to Scientific Supply Co. (Mr. Rubinger) May ",,0,0
"Exch. to Scientific Supply Co., Jan 17, 1957",,0,0
"Exch. to Scientific Supply, Jan 17, 1957",,0,0
"Exch. to South Australian Museum, Australia, Shane",,0,0
"Exch. to Su.S. National Museum Jan 1932",,0,0
"Exch. to Swedish Mus. Dec 12, 1931",,0,0
"Exch. to the British Museum, June 1930",,0,0
"Exch. to Transvaal Museum, Pretoria, S. Africa, 15",,0,0
"Exch. to U. Cincinnati",,0,0
"Exch. to U. Cincinnati, 12/19/69",,0,0
"Exch. to U. of Conn. MNH Mar 1984 - LLS",,0,0
"Exch. to U. of Fla. 7/19/63",,0,0
"Exch. to U. Oklahoma, Dr. Robert B. Payne",,0,0
"Exch. to U.S. Nationa Museum Sept 1930",,0,0
"Exch. to U.S. National Museum Jan 1932",,0,0
"Exch. to U.S. National Museum Sept 1920",,0,0
"Exch. to U.S. National Museum Sept 1930",,0,0
"Exch. to U.S. National Museum Sept. 1930",,0,0
"Exch. to U.S. National Museum,   Sept 1930",,0,0
"Exch. to U.S. National Museum, Apr 1930",,0,0
"Exch. to U.S. National Museum, August 1964",,0,0
"Exch. to U.S. National Museum, Jam 1932",,0,0
"Exch. to U.S. National Museum, Jan 10, 1932",,0,0
"Exch. to U.S. National Museum, Jan 1932",,0,0
"Exch. to U.S. National Museum, Jan, 1932",,0,0
"Exch. to U.S. National Museum, Sep 1930",,0,0
"Exch. to U.S. National Museum, Sept 1930",,0,0
"Exch. to U.S. National Museum, Sept 1930; This spe",,0,0
"Exch. to U.S. National Museum, Sept 1936",,0,0
"Exch. to U.S. National Museum, Sept 30, 1930",,0,0
"Exch. to U.S. National Museum, Sept.",,0,0
"Exch. to U.S. National Museum, Sept. 1930",,0,0
"Exch. to U.S. National Museum, Sept. 30",,0,0
"Exch. to U.S. Nat'l Museum, Sept 1930",,0,0
"Exch. to U.S. Natuonal Museum, Jan 1932",,0,0
"Exch. to U.S. Natural Museum, Jan 1932",,0,0
"Exch. to Univ. Conn., 2/2/66 Dr. Alan H. Brush",,0,0
"Exch. to Univ. Minnasota, Jan 1956",,0,0
"Exch. to Univ. Minnesota Jan 1956",,0,0
"Exch. to Univ. Minnesota, Jan 1956",,0,0
"Exch. to W.F.H. Rosenberg, Sept 1921",,0,0
"Exch. to W.H. Phelps",,0,0
"Exch. to Zool. Mus. Copenhagen  ? 1959",,0,0
"Exch. to Zool. Mus. Copenhagen [illeg] May 1959",,0,0
"Exch. to Zool. Mus. Copenhagen, May 1959",,0,0
"Exch. to Zool. Mus., Copenhagan, May 1959",,0,0
"Exch. to Zool. Mus., Copenhagen, May 1959",,0,0
"Exch. to Zool. Mus.-Copenhagen, May 1959",,0,0
"Exch. to: Mr. w. Phelps, 11/28/73",,0,0
"Exch. To: Queensland Museum, Australia, D.P. Verno",,0,0
"Exch. to: Queensland Museum, Australia, D.P. Vovno",,0,0
"Exch. Tring Mus. England July 1906",,0,0
"Exch. Tring Mus. England, July 1906",,0,0
"Exch. Tring Mus. May 1921",,0,0
"Exch. Tring Mus. May 1921 = AMNH # 492208 (from Ro",,0,0
"Exch. Tring Mus. May 1921; returned in 1932 and re",,0,0
"Exch. Tring Mus., England, Jul 1906",,0,0
"Exch. Tring Mus., England, July 1906",,0,0
"Exch. Tring Mus., May 1921",,0,0
"Exch. Tring Mus.England,July,1906",,0,0
"Exch. Tring Muse. May 1921",,0,0
"Exch. Tring Museum, England July 1906",,0,0
"Exch. Tring Museum, May 1921",,0,0
"Exch. Tring Museum-May 1921",,0,0
"Exch. U of Florida - 1967",,0,0
"Exch. U. Conn. Mus N.H. Ma[illeg] 1984 [illeg]",,0,0
"Exch. U. of Florida - 1967",,0,0
"Exch. U. of Florida-1967",,0,0
"Exch. U.S. Mus. July 1921",,0,0
"Exch. U.S. Nat. Mus.",,0,0
"Exch. U.S. Nat. Mus. July 1921",,0,0
"Exch. U.S. Nat. Museum July 1921",,0,0
"Exch. U.S. Nat. Museum, July 1921",,0,0
"Exch. U.S.N.M. July 1921",,0,0
"Exch. Univ. of Oklahoma 3 Jan 1955 J.F.",,0,0
"Exch. Univ. of Oklahoma, 3 Jan 1955",,0,0
"Exch. University of Dakota June 15, 1920",,0,0
"Exch. w. Netterstrom Ostersund Sweden 1-6-54",,0,0
"Exch. W.[illeg][illeg] Rosenberg, Sep 192[illeg]",,0,0
"Exch. W.F. H. Rosenberg, Sept 1921",,0,0
"Exch. W.F. Rosenberg, Sept 1921",,0,0
"Exch. W.F.H Rosenberg, Sept 1921",,0,0
"Exch. W.F.H. Rosenberg , Sept 1921",,0,0
"Exch. W.F.H. Rosenberg Sept 1921",,0,0
"Exch. W.F.H. Rosenberg, Sept 1921",,0,0
"Exch. W.F.H. Rosenberg, Sept. 1921",,0,0
"Exch. W.F.H. Rosenberg. Sept 1921",,0,0
"Exch. w/W. Ferguson 1/18/65",,0,0
"Exch. Walter Koelz, April 1926",,0,0
"Exch. with ""Tring Museum"" May 1927",,0,0
"Exch. with [Sacthrick illeg.,] Feb. 27,'91",,0,0
"Exch. with A. ? Anthony  Dec 15/93 [illeg.]",,0,0
"Exch. with A.C. Connor, N.L., May 1927",,0,0
"Exch. with A.C. O'Connor, 14 Jun 1929",,0,0
"Exch. with A.C. O'Connor, June 14, 1929",,0,0
"Exch. with A.C. O'Connor, June 14,1929",,0,0
"Exch. with A.C. Oconnor, N.Z., May 1927",,0,0
"Exch. with A.C. O'Connor, N.Z., May 1927",,0,0
"Exch. with A.C.O'Connor, June 14,1929",,0,0
"Exch. with A.C.O'Connor, June 1929",,0,0
"Exch. with A.E. Southwise [illeg.]",,0,0
"Exch. with A.G. Paine,Jr., Dec 1,1886",,0,0
"Exch. with A.H. Thayer",,0,0
"Exch. with A.T. Wayne, 1 Apr 1902",,0,0
"Exch. with Acad. Nat. Sci. Phila., Jul 1928",,0,0
"Exch. with Academy of Nat. Sciences, Phila., Jul 1",,0,0
"Exch. with Ashley Hine Banff, Alberta July 31, 190",,0,0
"Exch. with Ashley Hine, Banff, Alberta, 31 Jul 190",,0,0
"Exch. with Berlin Mus. July 1936",,0,0
"Exch. with Berlin Mus., July 1926",,0,0
"Exch. with Berlin Museum July 1936",,0,0
"Exch. with Berlin Museum, July 1936",,0,0
"Exch. with Berlin Zoological Mus., Nov 1,1930",,0,0
"Exch. with Brit. Mus., Jun 1930",,0,0
"Exch. with British Mus.",,0,0
"Exch. with British Mus., Sept 1927",,0,0
"Exch. with British Museum, Sept 1927",,0,0
"Exch. with Brown Univ.",,0,0
"Exch. with Brown Univ. Oct 9/90",,0,0
"Exch. with Brown Univ. Oct. 7/90",,0,0
"Exch. with C.A. Smith and receiving back in his co",,0,0
"Exch. with C.A. Smith May 15/90",,0,0
"Exch. with C.A. Smith, May 10/90",,0,0
"Exch. with C.B. Cory",,0,0
"Exch. with Carlos Reed, Mendoza Feb 9, 1917",,0,0
"Exch. with Carlos Reed, Mendoza, Feb 9, 1917",,0,0
"Exch. with Carlos Reeds Mendoza, Feb 9, 1917",,0,0
"Exch. with Carlos Reeds, Mendoza Feb. 9, 1917",,0,0
"Exch. with Carlos Reeds, Mendoza, Feb 9, 1917",,0,0
"Exch. with Carlos Reeds, Mendoza, Feb. 9, 1917",,0,0
"Exch. with Carlos Reeds. Mendoza. 9 Feb 1917",,0,0
"Exch. with Carnegie Mus, 15 Jun 1929",,0,0
"Exch. with Carnegie Mus. June 14, 1929",,0,0
"Exch. with Carnegie Mus. June 15 1929",,0,0
"Exch. with Carnegie Mus. June 15, 1929",,0,0
"Exch. with Carnegie Mus., June 14, 1929",,0,0
"Exch. with Carnegie Mus., June 15, 1929",,0,0
"Exch. with Carnegie Mus., June 1929",,0,0
"Exch. with Carnegie Museum, June 15, 1925",,0,0
"Exch. with Carnegie Museum, June 15, 1929",,0,0
"Exch. with Ch[illeg] Foo Mus., through Rev. Geo. C",,0,0
"Exch. with Charles Reeds, Mendoza Feb 4, 1917",,0,0
"Exch. with Chee Foo Mus. through Rev Geo Cornwall,",,0,0
"Exch. with Chee Foo Mus. through Rev. Geo. Cornwal",,0,0
"Exch. with Chee Foo Mus., 28 Jun 1901",,0,0
"Exch. with Chee Foo Mus., China, through Rev. Geo.",,0,0
"Exch. with Chee Foo Mus., thro' Rev. Geo. Cornwall",,0,0
"Exch. with Chee Foo Mus., thro'Geo. Cornwall, June",,0,0
