verbatimTypeStatus	standardTypeStatus	standard	checked
HOLOTYPE OF THAMNOPHILUS NIGRICEPS MAGDALENAE, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 152, PUBLISHED 2 DECEMBER 1927.	holotype	0	1
HOLOTYPE OF THAMNOPHILUS PUNCTATUS SATURATUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 153, PUBLISHED 2 DECEMBER 1927.	holotype	0	1
HOLOTYPE OF THAMNOPHIS MENDAX	holotype	0	1
HOLOTYPE OF THAMNOPHIS NIGRONUCHALIS	holotype	0	1
HOLOTYPE OF THAMNOPHIS RUTHVENI	holotype	0	1
HOLOTYPE OF THERISTICUS CAUDATUS HYPERORIUS, TODD, W. E. C. 1948. A NEW BOOBY AND A NEW IBIS FROM SOUTH AMERICA. PROC. BIOL. SOC. WASH., 49-50. PAGE 50, PUBLISHED 30 APRIL 1948.	holotype	0	1
HOLOTYPE OF THLYPOPSIS FULVICEPS INTENSA, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 128, PUBLISHED 27 JULY 1917.	holotype	0	1
Holotype of Thomasomys aureus aureus ((Tomes))	holotype	0	1
Holotype of Thomasomys aureus popayanus (Allen)	holotype	0	1
Holotype of Thomasomys bombycinus	holotype	0	1
Holotype of Thomasomys cinereiventer cinereiventer (Allen)	holotype	0	1
Holotype of Thomasomys cinereiventer contradictus	holotype	0	1
Holotype of Thomasomys cinereiventer dispar	holotype	0	1
Holotype of Thomasomys cinereiventer erro (Anthony)	holotype	0	1
Holotype of Thomasomys cinereus caudivarius (Anthony)	holotype	0	1
Holotype of Thomasomys daphne australis	holotype	0	1
Holotype of Thomasomys gracilis cinnameus (Anthony)	holotype	0	1
Holotype of Thomasomys gracilis hudsoni (Anthony)	holotype	0	1
Holotype of Thomasomys ladewi	holotype	0	1
Holotype of Thomasomys oreas	holotype	0	1
Holotype of Thomasomys pyrrhonotus auricularis (Anthony)	holotype	0	1
Holotype of Thomasomys rhoadsi fumeus	holotype	0	1
Holotype of Thomasomys silvestris	holotype	0	1
Holotype of Thomomys aureus aureus	holotype	0	1
Holotype of Thomomys bottae aureus (Allen)	holotype	0	1
Holotype of Thomomys bottae cervinus (Allen)	holotype	0	1
Holotype of Thomomys bottae martirensis (Allen)	holotype	0	1
Holotype of Thomomys bottae toltecus (Allen)	holotype	0	1
Holotype of Thomomys talpoides fossor	holotype	0	1
Holotype of Thomomys talpoides fossor (Allen)	holotype	0	1
Holotype of Thomomys talpoides rufescens (Wied-Neuwied)	holotype	0	1
Holotype of Thomomys umbrinus evexus	holotype	0	1
HOLOTYPE OF THRAUPIS PALMARUM ATRIPENNIS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 92, PUBLISHED 12 JULY 1922.	holotype	0	1
HOLOTYPE OF THRIPOPHAGA FUSCICEPS OBIDENSIS, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 26 MAY 1925.	holotype	0	1
HOLOTYPE OF THRYOMANES BEWICKI NICEAE, SUTTON, G. M. 1934. A NEW BEWICK'S WREN FROM THE WESTERN PANHANDLE OF OKLAHOMA. AUK, 217-220. PAGE 217, PUBLISHED APRIL 1934.	holotype	0	1
Holotype of Thryomanes bewickii atricauda	holotype	0	1
Holotype of Thryomanes bewickii magdalensis	holotype	0	1
HOLOTYPE OF THRYOPHILUS GRISEUS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 91, PUBLISHED 15 JULY 1925.	holotype	0	1
HOLOTYPE OF THRYOTHORUS CERROENSIS, ANTHONY, A. W. 1897. NEW BIRDS FROM THE ISLANDS AND PENINSULA OF LOWER CALIFORNIA. AUK, 164-168. PAGE 166, PUBLISHED APRIL 1897.	holotype	0	1
HOLOTYPE OF THRYOTHORUS LEUCOPHRYS, ANTHONY, A. W. 1895. A NEW SPECIES OF THRYOTHORUS FROM THE PACIFIC COAST **COLLECTION DATE MISSING FROM TYPE CATALOGUE**. AUK, 51-52. PAGE 52, PUBLISHED JANUARY 1895. BECAME A SUBSPECIES HOLOTYPE-SEE REMARKS	holotype	0	1
HOLOTYPE OF THRYOTHORUS RUFALBUS SYLVUS, PHILLIPS, A. R. 1986. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 164. PAGE 164, PUBLISHED 1986.	holotype	0	1
Holotype of Thylogale stigmatica oriomo ((Tate & Archbold))	holotype	0	1
HOLOTYPE OF TITYRA SEMIFASCIATA HETEROMELAENA, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 96, PUBLISHED 6 JUNE 1916.	holotype	0	1
HOLOTYPE OF TODIROSTRUM LATIROSTRE AUSTRORIPARIUM, TODD, W. E. C. 1952. NEW TYRANT FLYCATCHERS FROM SOUTH AMERICA. ANNALS CARNEGIE MUSEUM, 291-304. PAGE 298, PUBLISHED 15 FEBRUARY 1952.	holotype	0	1
HOLOTYPE OF TODIROSTRUM LATIROSTRE DIFFICILE, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 254, PUBLISHED 16 NOVEMBER 1937.	holotype	0	1
HOLOTYPE OF TODIROSTRUM SCHISTACEICEPS GRISEOLUM, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED AS P.169 IN TYPE CAT**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.	holotype	0	1
HOLOTYPE OF TOLMOMYIAS ASSIMILIS SUBTROPICALIS, TODD, W. E. C. 1952. NEW TYRANT FLYCATCHERS FROM SOUTH AMERICA. ANNALS CARNEGIE MUSEUM, 291-304. PAGE 295, PUBLISHED 15 FEBRUARY 1952.	holotype	0	1
HOLOTYPE OF TOMODACTYLUS NITIDUS ORARIUS	holotype	0	1
HOLOTYPE OF TOMODACTYLUS PETERSI	holotype	0	1
HOLOTYPE OF TOMODACTYLUS RUFESCENS	holotype	0	1
HOLOTYPE OF TOMODACTYLUS SYRISTES	holotype	0	1
Holotype of Tonatia brasiliense ((Pallas))	holotype	0	1
Holotype of Tonatia saurophila saurophila (Koopman & Williams)	holotype	0	1
HOLOTYPE OF TOXOSTOMA OCELLATUM VILLAE, PHILLIPS, A. R. 1986. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 189. PAGE 189, PUBLISHED 1986.	holotype	0	1
Holotype of Tragelaphus scriptus delamerei (Pocock)	holotype	0	1
HOLOTYPE OF TRETANORHINUS INSULAE-PINORUM, BARBOUR, 1916, ANN. CARNEGIE MUS., 10:306	holotype	0	1
HOLOTYPE OF TRIMERESURUS DUNNI	holotype	0	1
HOLOTYPE OF TRIMERESURUS WAGLERI ALBOVIRIDIS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:366	holotype	0	1
HOLOTYPE OF TRIMETOPON HANNSTEINI	holotype	0	1
HOLOTYPE OF TRIMETOPON PILONAORUM	holotype	0	1
HOLOTYPE OF TRIONYX SPINIFER GUADALUPENSIS	holotype	0	1
HOLOTYPE OF TRIPSURUS CRUENTATUS EXTENSUS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 251, PUBLISHED 16 NOVEMBER 1937.	holotype	0	1
HOLOTYPE OF TRITURUS GRANULOSUS TWITTYI	holotype	0	1
HOLOTYPE OF TRITURUS PERSTRIATUS	holotype	0	1
HOLOTYPE OF TROGLODYTES SOLITARIUS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 206, PUBLISHED 20 MAY 1912.	holotype	0	1
HOLOTYPE OF TROGON RUFUS AMAZONICUS, TODD, W. E. C. 1943. CRITICAL REMARKS ON THE TROGONS ***INCORRECTLY LISTED AS 75,244***. PROC. BIOL. SOC. WASH., 3-16. PAGE 11, PUBLISHED 25 FEBRUARY 1943.	holotype	0	1
HOLOTYPE OF TROGON TEMPERATUS SUBMONTANUS, TODD, W. E. C. 1943. CRITICAL REMARKS ON THE TROGONS. PROC. BIOL. SOC. WASH., 3-16. PAGE 8, PUBLISHED 25 FEBRUARY 1943.	holotype	0	1
HOLOTYPE OF TROPIDODIPSAS KIDDERI	holotype	0	1
HOLOTYPE OF TROPIDODIPSAS OCCIDENTALA	holotype	0	1
HOLOTYPE OF TROPIDODIPSAS SPILOGASTER, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:197	holotype	0	1
HOLOTYPE OF TROPIDOPHIS HAETIANUS TIBURONENSIS, SCHWARTZ, 1975, J. HERPETOL., 9:306	holotype	0	1
HOLOTYPE OF TROPIDOPHIS NIGRIVENTRIS	holotype	0	1
Holotype of Tscherskia triton ((De Winton))	holotype	0	1
Holotype of Tupaia belangeri ((Wagner))	holotype	0	1
HOLOTYPE OF TURDUS ALTILOQUUS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 92, PUBLISHED 15 JULY 1925.	holotype	0	1
Holotype of Turdus assimilis coibensis	holotype	0	1
HOLOTYPE OF TURDUS HAPLOCHROUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 54, PUBLISHED 29 JUNE 1931.	holotype	0	1
HOLOTYPE OF TURDUS NUDIGENIS EXTIMUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 54, PUBLISHED 29 JUNE 1931.	holotype	0	1
HOLOTYPE OF TURDUS PHAEOPYGUS BERLEPSCHI, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 51, PUBLISHED 29 JUNE 1931.	holotype	0	1
HOLOTYPE OF TURDUS PHAEOPYGUS CAYENNENSIS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 50, PUBLISHED 29 JUNE 1931.	holotype	0	1
HOLOTYPE OF TURDUS PHAEOPYGUS COLORATUS, TODD, W. E. C. 1931. CRITICAL NOTES ON THE NEOTROPICAL THRUSHES. PROC. BIOL. SOC. WASH., 47-54. PAGE 51, PUBLISHED 29 JUNE 1931.	holotype	0	1
HOLOTYPE OF TURDUS PHAEOPYGUS HONDURENSIS, PHILLIPS, A. R. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 63. PAGE 63, PUBLISHED 1991.	holotype	0	1
Holotype of Turdus poliocephalus kulambangrae	holotype	0	1
Holotype of Tursiops truncatus aduncus (Ehrenberg)	holotype	0	1
Holotype of Tylomys fulviventer	holotype	0	1
Holotype of Tylomys mirae bogotensis	holotype	0	1
Holotype of Tylomys nudicaudus microdon	holotype	0	1
HOLOTYPE OF TYPHLOPS BERGI	holotype	0	1
HOLOTYPE OF TYPHLOPS BIMINIENSIS, RICHMOND, 1955, AMER. MUS. NOVITATES, 1734:2	holotype	0	1
HOLOTYPE OF TYPHLOPS CANLAONENSIS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:354	holotype	0	1
HOLOTYPE OF TYPHLOPS DENDROPHIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:60	holotype	0	1
HOLOTYPE OF TYPHLOPS GRANTI	holotype	0	1
HOLOTYPE OF TYPHLOPS GUADELOUPENSIS, RICHMOND, 1966, HERPETOLOGICA, 22:129	holotype	0	1
HOLOTYPE OF TYPHLOPS LONGICAUDA, TAYLOR, 1919, PHILPPINE JOUR. SCI., 14:108	holotype	0	1
HOLOTYPE OF TYPHLOPS LUZONENSIS, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:105	holotype	0	1
HOLOTYPE OF TYPHLOPS MINDANENSIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:65	holotype	0	1
HOLOTYPE OF TYPHLOPS RUGOSA, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:109	holotype	0	1
HOLOTYPE OF TYRANNUS CAUDIFASCIATUS FLAVESCENS, PARKES, K. C. 1963. NOTES ON SOME BIRDS FROM CUBA AND THE ISLE OF PINES. ANNALS CARNEGIE MUSEUM, 129-132. PAGE 131, PUBLISHED 8 FEBRUARY 1963.	holotype	0	1
HOLOTYPE OF TYTO ALBA BONDI, PARKES, K. C., AND A. R. PHILLIPS. 1978. TWO NEW CARIBBEAN SUBSPECIES OF BARN OWL (TYTO ALBA) WITH REMARKS ON VARIATION IN OTHER POPULATIONS. ANNALS CARNEGIE MUSEUM, 479-492. PAGE 486, PUBLISHED 1 DECEMBER 1978.	holotype	0	1
HOLOTYPE OF TYTO ALBA NIVEICAUDA, PARKES, K. C., AND A. R. PHILLIPS. 1978. TWO NEW CARIBBEAN SUBSPECIES OF BARN OWL (TYTO ALBA) WITH REMARKS ON VARIATION IN OTHER POPULATIONS. ANNALS CARNEGIE MUSEUM, 479-492. PAGE 483, PUBLISHED 1 DECEMBER 1978.	holotype	0	1
Holotype of Upucerthia dumetoria [sic] hallinani (Chapman, 1919)	holotype	0	1
Holotype of Urocyon cinereoargenteus scottii (Mearns)	holotype	0	1
Holotype of Urocyon cinereoargenteus venezuelae (Allen)	holotype	0	1
HOLOTYPE OF UROGALBA DEA BRUNNEICEPS, TODD, W. E. C. 1942. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 6, PUBLISHED 20 OCTOBER 1942.	holotype	0	1
HOLOTYPE OF UROGALBA DEA PHAINOPEPLA, TODD, W. E. C. 1943. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 6, PUBLISHED 20 OCTOBER 1943.	holotype	0	1
HOLOTYPE OF UROMACER CATESBYI INCHAUSTEGUII, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:143	holotype	0	1
HOLOTYPE OF UROMACER CATESBYI INSULAEVACCARUM, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:136	holotype	0	1
HOLOTYPE OF UROMACER FRENATUS CHLORAUGES, SCHWARTZ, 1976, J. HERPETOL., 10:323	holotype	0	1
Holotype of Uromys neobritanicus	holotype	0	1
HOLOTYPE OF UROPLATUS MALAHELO	holotype	0	1
HOLOTYPE OF UROPLATUS MALAMA	holotype	0	1
HOLOTYPE OF UROPSILA LEUCOGASTRA HAWKINSI, MONROE JR., B. L. 1963. THREE NEW SUBSPECIES OF BIRDS FROM HONDURAS. OCC. PAPERS MUS. ZOOL. LSU, 1-7. PAGE 5, PUBLISHED 20 DECEMBER 1963.	holotype	0	1
Holotype of Uropsilus gracilis atronates ((Allen))	holotype	0	1
Holotype of Uropsilus gracilis nivatus ((Allen))	holotype	0	1
Holotype of Ursus americanus perniger (Allen)	holotype	0	1
Holotype of Ursus arctos alascensis (Merriam)	holotype	0	1
Holotype of Ursus arctos gyas (Merriam)	holotype	0	1
Holotype of Ursus arctos horribilis (Ord)	holotype	0	1
HOLOTYPE OF UTA ANTIQUUS	holotype	0	1
HOLOTYPE OF UTA STANSBURIANA NEVADENSIS	holotype	0	1
Holotype of Vampyrum spectrum (Shaw, 1800)	holotype	0	1
HOLOTYPE OF VARANUS ALBIGULARIS ANGOLENSIS, SCHMIDT, 1933, ANN. CARNEGIE MUS., 22:10	holotype	0	1
HOLOTYPE OF VENILIORNIS CHOCOENSIS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 116, PUBLISHED 27 JUNE 1919.	holotype	0	1
HOLOTYPE OF VENILIORNIS OLEAGINUS EXIGUUS, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 97, PUBLISHED 6 JUNE 1916.	holotype	0	1
HOLOTYPE OF VENILIORNIS OLEAGINUS EXSUL, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 74, PUBLISHED 30 DECEMBER 1920.	holotype	0	1
HOLOTYPE OF VENILIORNIS PASSERINUS SATURATUS, TODD, W. E. C. 1946. CRITICAL NOTES ON THE WOODPECKERS. ANNALS CARNEGIE MUSEUM, 297-317. PAGE 310, PUBLISHED 16 DECEMBER 1946.	holotype	0	1
Holotype of Vernaya fulva ((Allen))	holotype	0	1
HOLOTYPE OF VIREO CAUCAE SOLIMOENSIS, TODD, W. E. C. 1931. ON VIREO CHIVI AND ITS ALLIES. AUK, 407-412. PAGE 412, PUBLISHED JULY 1931.	holotype	0	1
HOLOTYPE OF VIREO GUNDLACHII ORIENTALIS, TODD, W. E. C. 1916. THE BIRDS OF THE ISLE OF PINES. ANNALS CARNEGIE MUSEUM, 146-296. PAGE 256, PUBLISHED 17 FEBRUARY 1916.	holotype	0	1
HOLOTYPE OF VIREO HUTTONI OBSCURUS, ANTHONY, A. W. 1890. NOTICE OF A SUPPOSED NEW VIREO FROM OREGON. ZOE, 307-308. PAGE 307, PUBLISHED DECEMBER 1890.	holotype	0	1
HOLOTYPE OF VIREO PALLENS ANGULENSIS, PARKES, K. C. 1990. A REVISION OF THE MANGROVE VIREO (VIREO PALLENS) (AVES: VIREONIDAE). ANNALS CARNEGIE MUSEUM, 49-60. PAGE 52, PUBLISHED 22 FEBRUARY 1990.	holotype	0	1
HOLOTYPE OF VIREOSYLVA CHIVI GRISEOLA, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 124, PUBLISHED 8 JULY 1924.	holotype	0	1
HOLOTYPE OF VIREOSYLVA LEUCOPHRYS LAETISSIMA, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 124, PUBLISHED 8 JULY 1924.	holotype	0	1
Holotype of Volemys musseri ((Lawrence))	holotype	0	1
Holotype of Vulpes vulpes (Linneaus)	holotype	0	1
Holotype of Wiedomys pyrrhorhinos ((Wied-Neuwied))	holotype	0	1
Holotype of Xaymaca fulvopulvis	holotype	0	1
HOLOTYPE OF XENICOPSIS STRIOLATUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA ***INCORRECTLY LISTED IN TYPE LIST AS 34872**. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.	holotype	0	1
HOLOTYPE OF XENOPS GENIBARBIS NEGLECTUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 173, PUBLISHED 8 AUGUST 1913.	holotype	0	1
HOLOTYPE OF XENOPS RUTILANS PURUSIANUS, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 79, PUBLISHED 26 MAY 1925.	holotype	0	1
HOLOTYPE OF XENOPS TENUIROSTRIS HELLMAYRI, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 26 MAY 1925.	holotype	0	1
HOLOTYPE OF XENOSAURUS PLATYCEPS	holotype	0	1
HOLOTYPE OF XENOSAURUS RACKHAMI	holotype	0	1
Holotype of Xenothrix mcgregori	holotype	0	1
Holotype of Xenuromys barbatus ((Milne-Edwards))	holotype	0	1
HOLOTYPE OF XIPHOCOLAPTES OBSOLETUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 5, PUBLISHED 22 JANUARY 1917.	holotype	0	1
HOLOTYPE OF XIPHOCOLAPTES PROCERUS ROSTRATUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 5, PUBLISHED 22 JANUARY 1917.	holotype	0	1
HOLOTYPE OF XIPHOCOLAPTES PROMEROPIRHYNCHUS SANCTAE-MARTAE, HELLMAYR, C. E. 1925. CATALOGUE OF BIRDS OF THE AMERICAS AND THE ADJACENT ISLANDS IN FIELD MUSEUM OF NATURAL HISTORY. FIELD MUS. ZOOL. SER., IV,390. PAGE 280, PUBLISHED 29 DECEMBER 1925.	holotype	0	1
HOLOTYPE OF XIPHORHYNCHUS EYTONI VICINALIS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 7, PUBLISHED 2 JULY 1948.	holotype	0	1
HOLOTYPE OF XIPHORHYNCHUS FLAVIGASTER ASCENSOR, WETMORE, A., AND K. C. PARKES. 1962. A NEW SUBSPECIES OF IVORY-BILLED WOODHEWER FROM MEXICO. PROC. BIOL. SOC. WASH., 57-60. PAGE 57, PUBLISHED 30 MARCH 1962.	holotype	0	1
HOLOTYPE OF XIPHORHYNCHUS GUTTATUS CONNECTENS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 8, PUBLISHED 2 JULY 1948.	holotype	0	1
HOLOTYPE OF XIPHORHYNCHUS PARDALOTUS CAURENSIS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 9, PUBLISHED 2 JULY 1948.	holotype	0	1
HOLOTYPE OF XIPHORHYNCHUS TRIANGULARIS DISTINCTUS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 8, PUBLISHED 2 JULY 1948.	holotype	0	1
Holotype of Zapus princeps	holotype	0	1
Holotype of Zapus princeps saltator (Allen)	holotype	0	1
HOLOTYPE OF ZONOSAURUS ANELANELANY	holotype	0	1
HOLOTYPE OF ZONOSAURUS BEMARAHA	holotype	0	1
HOLOTYPE OF ZONOSAURUS MARAMAINTSO	holotype	0	1
HOLOTYPE OF ZONOSAURUS TSINGY	holotype	0	1
HOLOTYPE OF ZONOTRICHIA LEUCOPHRYS NIGRILORA, TODD, W. E. C. 1948. SYSTEMATICS OF THE WHITE-CROWNED SPARROW. PROC. BIOL. SOC. WASH., 19-20. PAGE 20, PUBLISHED 4 MARCH 1948.	holotype	0	1
Holotype of Zygodontomys brevicauda brevicauda	holotype	0	1
Holotype of Zygodontomys brevicauda brevicauda ((Allen & Chapman))	holotype	0	1
Holotype of Zygodontomys brevicauda cherriei ((Allen))	holotype	0	1
holotype or syntype	holotype	0	1
HOLOTYPE PUBLISHED IN - WILSON, L. D., R. K. VAUGH AND J. R. DIXON. 1999. ANOTHER NEW SPECIES OF TANTILLA OF THE TAENIATA GROUP FROM CHIAPAS, MEXICO. JOURNAL OF HERPETOLOGY 33 (1): 1-5	holotype	0	1
Holotype, NOTES	holotype	0	1
Holotype, Paratype	holotype	0	1
Holotype, Paratype, Type	holotype	0	1
Holotype, Type	holotype	0	1
Holotype.	holotype	0	1
holotype; cited	holotype	0	1
holotype; figured	holotype	0	1
Holotype; Holotype	holotype	0	1
Holotype; Holotype; Holotype	holotype	0	1
Holotype; Holotype; Holotype; Holotype	holotype	0	1
holotype?	holotype	0	1
HOLOTYPE+PARATYPES OF ANOLIS CRISTATELLUS WILEYI	holotype	0	1
holotype-A; paratype-C; figured and cited	holotype	0	1
holotype-P; figured and cited-H	holotype	0	1
HOLOTYPEPROPARTE	holotype	0	1
HOLOTYPUS	holotype	0	1
holoype?	holotype	0	1
Holoytpe of Amphispiza belli xerophilus	holotype	0	1
homeotype	homeotype	1	1
homeotypes	homeotype	0	1
homotype	homeotype	0	1
Hypoparatype	hypoparatype	1	1
Hypotype	hypotype	1	1
hypotype; cited	hypotype	0	1
hypotype; figured and cited	hypotype	0	1
hypotypes	hypotype	0	1
iguana		0	1
ISOLECTOTIPO	isolectotype	0	1
isolectotype	isolectotype	1	1
isolectotype fragment	isolectotype	0	1
isoneotype	isoneotype	1	1
isoparatype	isoparatype	1	1
ISOSINTIPO	isosyntype	0	1
isosyntype	isosyntype	1	1
ISOTIPO	isotype	0	1
isotopotype	isotopotype	1	1
isotype	isotype	1	1
isotype fragment	isotype	1	1
ISOTYPUS	isotype	0	1
karyotype		0	1
Lecto(Type) of rupestris	lectotype	0	1
Lectoholotype	lectoholotype	0	1
Lectoparatype	lectoparatype	1	1
Lectoparatypes	lectoparatype	0	1
LECTOTIPO	lectotype	0	1
Lectotype	lectotype	1	1
Lectotype + Paratypes	type	0	1
lectotype fragment	lectotype	1	1
LECTOTYPE OF AESTRELATA VOCIFERANS, SHUFELDT, R.W. 1916. THE BIRD-CAVES OF THE BERMUDAS AND THEIR FORMER INHABITANTS. IBIS, 623-637. PAGE 633, PUBLISHED 2 OCTOBER 1916.	lectotype	0	1
Lectotype of Aphantochroa cuvieri saturatior	lectotype	0	1
Lectotype of Calamoherpe ambigua	lectotype	0	1
Lectotype of Coenocorypha aucklandica iredalei	lectotype	0	1
Lectotype of Cynomys ludovicianus arizonensis (Mearns)	lectotype	0	1
Lectotype of Didelphis aurita	lectotype	0	1
Lectotype of Falco hypoleucos ashbyi	lectotype	0	1
Lectotype of Haliaëtos funereus	lectotype	0	1
Lectotype of Macrotus waterhousii bulleri (Allen)	lectotype	0	1
Lectotype of Micoureus demararae ((The Coryndon Museum))	lectotype	0	1
Lectotype of Myotis albescens ((Geoffroy Saint-Hilaire))	lectotype	0	1
Lectotype of Notiomystis cincta hautura (Mathews, 1935)	lectotype	0	1
Lectotype of Oxymycterus rufus dasytrichus ((Wied-Neuwied))	lectotype	0	1
Lectotype of Parus melanothorax	lectotype	0	1
Lectotype of Perdix rubra intercedens (Brehm, 1857)	lectotype	0	1
Lectotype of Phylloscopus borealis examinandus	lectotype	0	1
Lectotype of Pitta mackloti aruensis	lectotype	0	1
Lectotype of Prionailurus bengalensis alleni	lectotype	0	1
Lectotype of Pseudonestor xanthophrys	lectotype	0	1
Lectotype of Reithrodontomys mexicanus cherriei ((Allen))	lectotype	0	1
Lectotype of rupestris	lectotype	0	1
Lectotype of Tamias bulleri bulleri (Allen)	lectotype	0	1
