"verbatimGeodeticDatum","standardGeodeticDatum","epsg","checked","opinionBy","opinionDate","uri"
"48112","not recorded",,1,"John Wieczorek","2020-05-12",
"48113","not recorded",,1,"John Wieczorek","2020-05-12",
"48114","not recorded",,1,"John Wieczorek","2020-05-12",
"48115","not recorded",,1,"John Wieczorek","2020-05-12",
"48116","not recorded",,1,"John Wieczorek","2020-05-12",
"48117","not recorded",,1,"John Wieczorek","2020-05-12",
"48120","not recorded",,1,"John Wieczorek","2020-05-12",
"48121","not recorded",,1,"John Wieczorek","2020-05-12",
"48122","not recorded",,1,"John Wieczorek","2020-05-12",
"48123","not recorded",,1,"John Wieczorek","2020-05-12",
"48124","not recorded",,1,"John Wieczorek","2020-05-12",
"48125","not recorded",,1,"John Wieczorek","2020-05-12",
"48126","not recorded",,1,"John Wieczorek","2020-05-12",
"48127","not recorded",,1,"John Wieczorek","2020-05-12",
"48128","not recorded",,1,"John Wieczorek","2020-05-12",
"48129","not recorded",,1,"John Wieczorek","2020-05-12",
"48130","not recorded",,1,"John Wieczorek","2020-05-12",
"48131","not recorded",,1,"John Wieczorek","2020-05-12",
"48132","not recorded",,1,"John Wieczorek","2020-05-12",
"48133","not recorded",,1,"John Wieczorek","2020-05-12",
"48134","not recorded",,1,"John Wieczorek","2020-05-12",
"48135","not recorded",,1,"John Wieczorek","2020-05-12",
"48136","not recorded",,1,"John Wieczorek","2020-05-12",
"48137","not recorded",,1,"John Wieczorek","2020-05-12",
"48138","not recorded",,1,"John Wieczorek","2020-05-12",
"48139","not recorded",,1,"John Wieczorek","2020-05-12",
"48140","not recorded",,1,"John Wieczorek","2020-05-12",
"48141","not recorded",,1,"John Wieczorek","2020-05-12",
"48142","not recorded",,1,"John Wieczorek","2020-05-12",
"48143","not recorded",,1,"John Wieczorek","2020-05-12",
"48144","not recorded",,1,"John Wieczorek","2020-05-12",
"48145","not recorded",,1,"John Wieczorek","2020-05-12",
"48146","not recorded",,1,"John Wieczorek","2020-05-12",
"48147","not recorded",,1,"John Wieczorek","2020-05-12",
"48148","not recorded",,1,"John Wieczorek","2020-05-12",
"48149","not recorded",,1,"John Wieczorek","2020-05-12",
"48150","not recorded",,1,"John Wieczorek","2020-05-12",
"48151","not recorded",,1,"John Wieczorek","2020-05-12",
"48152","not recorded",,1,"John Wieczorek","2020-05-12",
"48153","not recorded",,1,"John Wieczorek","2020-05-12",
"48154","not recorded",,1,"John Wieczorek","2020-05-12",
"48155","not recorded",,1,"John Wieczorek","2020-05-12",
"48156","not recorded",,1,"John Wieczorek","2020-05-12",
"48157","not recorded",,1,"John Wieczorek","2020-05-12",
"48158","not recorded",,1,"John Wieczorek","2020-05-12",
"48159","not recorded",,1,"John Wieczorek","2020-05-12",
"48161","not recorded",,1,"John Wieczorek","2020-05-12",
"48162","not recorded",,1,"John Wieczorek","2020-05-12",
"48163","not recorded",,1,"John Wieczorek","2020-05-12",
"48164","not recorded",,1,"John Wieczorek","2020-05-12",
"48165","not recorded",,1,"John Wieczorek","2020-05-12",
"48166","not recorded",,1,"John Wieczorek","2020-05-12",
"48167","not recorded",,1,"John Wieczorek","2020-05-12",
"48168","not recorded",,1,"John Wieczorek","2020-05-12",
"48169","not recorded",,1,"John Wieczorek","2020-05-12",
"48170","not recorded",,1,"John Wieczorek","2020-05-12",
"48171","not recorded",,1,"John Wieczorek","2020-05-12",
"48172","not recorded",,1,"John Wieczorek","2020-05-12",
"48173","not recorded",,1,"John Wieczorek","2020-05-12",
"48174","not recorded",,1,"John Wieczorek","2020-05-12",
"48175","not recorded",,1,"John Wieczorek","2020-05-12",
"48176","not recorded",,1,"John Wieczorek","2020-05-12",
"48177","not recorded",,1,"John Wieczorek","2020-05-12",
"48178","not recorded",,1,"John Wieczorek","2020-05-12",
"48179","not recorded",,1,"John Wieczorek","2020-05-12",
"48180","not recorded",,1,"John Wieczorek","2020-05-12",
"48181","not recorded",,1,"John Wieczorek","2020-05-12",
"48182","not recorded",,1,"John Wieczorek","2020-05-12",
"48183","not recorded",,1,"John Wieczorek","2020-05-12",
"48184","not recorded",,1,"John Wieczorek","2020-05-12",
"48185","not recorded",,1,"John Wieczorek","2020-05-12",
"48186","not recorded",,1,"John Wieczorek","2020-05-12",
"48187","not recorded",,1,"John Wieczorek","2020-05-12",
"48188","not recorded",,1,"John Wieczorek","2020-05-12",
"48189","not recorded",,1,"John Wieczorek","2020-05-12",
"48190","not recorded",,1,"John Wieczorek","2020-05-12",
"48191","not recorded",,1,"John Wieczorek","2020-05-12",
"48192","not recorded",,1,"John Wieczorek","2020-05-12",
"48193","not recorded",,1,"John Wieczorek","2020-05-12",
"48194","not recorded",,1,"John Wieczorek","2020-05-12",
"48196","not recorded",,1,"John Wieczorek","2020-05-12",
"48197","not recorded",,1,"John Wieczorek","2020-05-12",
"48198","not recorded",,1,"John Wieczorek","2020-05-12",
"48199","not recorded",,1,"John Wieczorek","2020-05-12",
"48200","not recorded",,1,"John Wieczorek","2020-05-12",
"48201","not recorded",,1,"John Wieczorek","2020-05-12",
"48202","not recorded",,1,"John Wieczorek","2020-05-12",
"48203","not recorded",,1,"John Wieczorek","2020-05-12",
"48204","not recorded",,1,"John Wieczorek","2020-05-12",
"48205","not recorded",,1,"John Wieczorek","2020-05-12",
"48206","not recorded",,1,"John Wieczorek","2020-05-12",
"48207","not recorded",,1,"John Wieczorek","2020-05-12",
"48208","not recorded",,1,"John Wieczorek","2020-05-12",
"48209","not recorded",,1,"John Wieczorek","2020-05-12",
"48210","not recorded",,1,"John Wieczorek","2020-05-12",
"48211","not recorded",,1,"John Wieczorek","2020-05-12",
"48212","not recorded",,1,"John Wieczorek","2020-05-12",
"48213","not recorded",,1,"John Wieczorek","2020-05-12",
"48214","not recorded",,1,"John Wieczorek","2020-05-12",
"48215","not recorded",,1,"John Wieczorek","2020-05-12",
"48216","not recorded",,1,"John Wieczorek","2020-05-12",
"48217","not recorded",,1,"John Wieczorek","2020-05-12",
"48218","not recorded",,1,"John Wieczorek","2020-05-12",
"48219","not recorded",,1,"John Wieczorek","2020-05-12",
"48220","not recorded",,1,"John Wieczorek","2020-05-12",
"48221","not recorded",,1,"John Wieczorek","2020-05-12",
"48222","not recorded",,1,"John Wieczorek","2020-05-12",
"48223","not recorded",,1,"John Wieczorek","2020-05-12",
"48224","not recorded",,1,"John Wieczorek","2020-05-12",
"48225","not recorded",,1,"John Wieczorek","2020-05-12",
"48226","not recorded",,1,"John Wieczorek","2020-05-12",
"48227","not recorded",,1,"John Wieczorek","2020-05-12",
"48228","not recorded",,1,"John Wieczorek","2020-05-12",
"48229","not recorded",,1,"John Wieczorek","2020-05-12",
"48230","not recorded",,1,"John Wieczorek","2020-05-12",
"48231","not recorded",,1,"John Wieczorek","2020-05-12",
"48232","not recorded",,1,"John Wieczorek","2020-05-12",
"48233","not recorded",,1,"John Wieczorek","2020-05-12",
"48234","not recorded",,1,"John Wieczorek","2020-05-12",
"48235","not recorded",,1,"John Wieczorek","2020-05-12",
"48236","not recorded",,1,"John Wieczorek","2020-05-12",
"48237","not recorded",,1,"John Wieczorek","2020-05-12",
"48238","not recorded",,1,"John Wieczorek","2020-05-12",
"48239","not recorded",,1,"John Wieczorek","2020-05-12",
"48240","not recorded",,1,"John Wieczorek","2020-05-12",
"48241","not recorded",,1,"John Wieczorek","2020-05-12",
"48242","not recorded",,1,"John Wieczorek","2020-05-12",
"48243","not recorded",,1,"John Wieczorek","2020-05-12",
"48244","not recorded",,1,"John Wieczorek","2020-05-12",
"48245","not recorded",,1,"John Wieczorek","2020-05-12",
"48246","not recorded",,1,"John Wieczorek","2020-05-12",
"48247","not recorded",,1,"John Wieczorek","2020-05-12",
"48248","not recorded",,1,"John Wieczorek","2020-05-12",
"48249","not recorded",,1,"John Wieczorek","2020-05-12",
"48250","not recorded",,1,"John Wieczorek","2020-05-12",
"48251","not recorded",,1,"John Wieczorek","2020-05-12",
"48252","not recorded",,1,"John Wieczorek","2020-05-12",
"48253","not recorded",,1,"John Wieczorek","2020-05-12",
"48254","not recorded",,1,"John Wieczorek","2020-05-12",
"48255","not recorded",,1,"John Wieczorek","2020-05-12",
"48256","not recorded",,1,"John Wieczorek","2020-05-12",
"48257","not recorded",,1,"John Wieczorek","2020-05-12",
"48258","not recorded",,1,"John Wieczorek","2020-05-12",
"48259","not recorded",,1,"John Wieczorek","2020-05-12",
"48260","not recorded",,1,"John Wieczorek","2020-05-12",
"48262","not recorded",,1,"John Wieczorek","2020-05-12",
"48263","not recorded",,1,"John Wieczorek","2020-05-12",
"48264","not recorded",,1,"John Wieczorek","2020-05-12",
"48265","not recorded",,1,"John Wieczorek","2020-05-12",
"48266","not recorded",,1,"John Wieczorek","2020-05-12",
"48267","not recorded",,1,"John Wieczorek","2020-05-12",
"48268","not recorded",,1,"John Wieczorek","2020-05-12",
"48269","not recorded",,1,"John Wieczorek","2020-05-12",
"48270","not recorded",,1,"John Wieczorek","2020-05-12",
"48271","not recorded",,1,"John Wieczorek","2020-05-12",
"48272","not recorded",,1,"John Wieczorek","2020-05-12",
"48273","not recorded",,1,"John Wieczorek","2020-05-12",
"48274","not recorded",,1,"John Wieczorek","2020-05-12",
"48275","not recorded",,1,"John Wieczorek","2020-05-12",
"48276","not recorded",,1,"John Wieczorek","2020-05-12",
"48277","not recorded",,1,"John Wieczorek","2020-05-12",
"48278","not recorded",,1,"John Wieczorek","2020-05-12",
"48279","not recorded",,1,"John Wieczorek","2020-05-12",
"48280","not recorded",,1,"John Wieczorek","2020-05-12",
"48281","not recorded",,1,"John Wieczorek","2020-05-12",
"48282","not recorded",,1,"John Wieczorek","2020-05-12",
"48283","not recorded",,1,"John Wieczorek","2020-05-12",
"48284","not recorded",,1,"John Wieczorek","2020-05-12",
"48285","not recorded",,1,"John Wieczorek","2020-05-12",
"48286","not recorded",,1,"John Wieczorek","2020-05-12",
"48287","not recorded",,1,"John Wieczorek","2020-05-12",
"48288","not recorded",,1,"John Wieczorek","2020-05-12",
"48289","not recorded",,1,"John Wieczorek","2020-05-12",
"48290","not recorded",,1,"John Wieczorek","2020-05-12",
"48291","not recorded",,1,"John Wieczorek","2020-05-12",
"48292","not recorded",,1,"John Wieczorek","2020-05-12",
"48293","not recorded",,1,"John Wieczorek","2020-05-12",
"48294","not recorded",,1,"John Wieczorek","2020-05-12",
"48295","not recorded",,1,"John Wieczorek","2020-05-12",
"48296","not recorded",,1,"John Wieczorek","2020-05-12",
"48297","not recorded",,1,"John Wieczorek","2020-05-12",
"48298","not recorded",,1,"John Wieczorek","2020-05-12",
"48299","not recorded",,1,"John Wieczorek","2020-05-12",
"48300","not recorded",,1,"John Wieczorek","2020-05-12",
"48301","not recorded",,1,"John Wieczorek","2020-05-12",
"48302","not recorded",,1,"John Wieczorek","2020-05-12",
"48303","not recorded",,1,"John Wieczorek","2020-05-12",
"48304","not recorded",,1,"John Wieczorek","2020-05-12",
"48305","not recorded",,1,"John Wieczorek","2020-05-12",
"48306","not recorded",,1,"John Wieczorek","2020-05-12",
"48307","not recorded",,1,"John Wieczorek","2020-05-12",
"48308","not recorded",,1,"John Wieczorek","2020-05-12",
"48309","not recorded",,1,"John Wieczorek","2020-05-12",
"48310","not recorded",,1,"John Wieczorek","2020-05-12",
"48311","not recorded",,1,"John Wieczorek","2020-05-12",
"48312","not recorded",,1,"John Wieczorek","2020-05-12",
"48313","not recorded",,1,"John Wieczorek","2020-05-12",
"48314","not recorded",,1,"John Wieczorek","2020-05-12",
"48315","not recorded",,1,"John Wieczorek","2020-05-12",
"48316","not recorded",,1,"John Wieczorek","2020-05-12",
"48317","not recorded",,1,"John Wieczorek","2020-05-12",
"48318","not recorded",,1,"John Wieczorek","2020-05-12",
"48319","not recorded",,1,"John Wieczorek","2020-05-12",
"48320","not recorded",,1,"John Wieczorek","2020-05-12",
"48321","not recorded",,1,"John Wieczorek","2020-05-12",
"48322","not recorded",,1,"John Wieczorek","2020-05-12",
"48323","not recorded",,1,"John Wieczorek","2020-05-12",
"48324","not recorded",,1,"John Wieczorek","2020-05-12",
"48325","not recorded",,1,"John Wieczorek","2020-05-12",
"48327","not recorded",,1,"John Wieczorek","2020-05-12",
"48328","not recorded",,1,"John Wieczorek","2020-05-12",
"48329","not recorded",,1,"John Wieczorek","2020-05-12",
"48330","not recorded",,1,"John Wieczorek","2020-05-12",
"48331","not recorded",,1,"John Wieczorek","2020-05-12",
"48332","not recorded",,1,"John Wieczorek","2020-05-12",
"48333","not recorded",,1,"John Wieczorek","2020-05-12",
"48334","not recorded",,1,"John Wieczorek","2020-05-12",
"48335","not recorded",,1,"John Wieczorek","2020-05-12",
"48336","not recorded",,1,"John Wieczorek","2020-05-12",
"48337","not recorded",,1,"John Wieczorek","2020-05-12",
"48338","not recorded",,1,"John Wieczorek","2020-05-12",
"48339","not recorded",,1,"John Wieczorek","2020-05-12",
"48340","not recorded",,1,"John Wieczorek","2020-05-12",
"48341","not recorded",,1,"John Wieczorek","2020-05-12",
"48342","not recorded",,1,"John Wieczorek","2020-05-12",
"48343","not recorded",,1,"John Wieczorek","2020-05-12",
"48344","not recorded",,1,"John Wieczorek","2020-05-12",
"48345","not recorded",,1,"John Wieczorek","2020-05-12",
"48346","not recorded",,1,"John Wieczorek","2020-05-12",
"48347","not recorded",,1,"John Wieczorek","2020-05-12",
"48348","not recorded",,1,"John Wieczorek","2020-05-12",
"48349","not recorded",,1,"John Wieczorek","2020-05-12",
"48350","not recorded",,1,"John Wieczorek","2020-05-12",
"48351","not recorded",,1,"John Wieczorek","2020-05-12",
"48352","not recorded",,1,"John Wieczorek","2020-05-12",
"48353","not recorded",,1,"John Wieczorek","2020-05-12",
"48354","not recorded",,1,"John Wieczorek","2020-05-12",
"48355","not recorded",,1,"John Wieczorek","2020-05-12",
"48356","not recorded",,1,"John Wieczorek","2020-05-12",
"48357","not recorded",,1,"John Wieczorek","2020-05-12",
"48358","not recorded",,1,"John Wieczorek","2020-05-12",
"48359","not recorded",,1,"John Wieczorek","2020-05-12",
"48360","not recorded",,1,"John Wieczorek","2020-05-12",
"48361","not recorded",,1,"John Wieczorek","2020-05-12",
"48363","not recorded",,1,"John Wieczorek","2020-05-12",
"48364","not recorded",,1,"John Wieczorek","2020-05-12",
"48365","not recorded",,1,"John Wieczorek","2020-05-12",
"48366","not recorded",,1,"John Wieczorek","2020-05-12",
"48367","not recorded",,1,"John Wieczorek","2020-05-12",
"48368","not recorded",,1,"John Wieczorek","2020-05-12",
"48369","not recorded",,1,"John Wieczorek","2020-05-12",
"48370","not recorded",,1,"John Wieczorek","2020-05-12",
"48371","not recorded",,1,"John Wieczorek","2020-05-12",
"48372","not recorded",,1,"John Wieczorek","2020-05-12",
"48373","not recorded",,1,"John Wieczorek","2020-05-12",
"48374","not recorded",,1,"John Wieczorek","2020-05-12",
"48375","not recorded",,1,"John Wieczorek","2020-05-12",
"48376","not recorded",,1,"John Wieczorek","2020-05-12",
"48377","not recorded",,1,"John Wieczorek","2020-05-12",
"48378","not recorded",,1,"John Wieczorek","2020-05-12",
"48379","not recorded",,1,"John Wieczorek","2020-05-12",
"48380","not recorded",,1,"John Wieczorek","2020-05-12",
"48381","not recorded",,1,"John Wieczorek","2020-05-12",
"48382","not recorded",,1,"John Wieczorek","2020-05-12",
"48383","not recorded",,1,"John Wieczorek","2020-05-12",
"48384","not recorded",,1,"John Wieczorek","2020-05-12",
"48385","not recorded",,1,"John Wieczorek","2020-05-12",
"48386","not recorded",,1,"John Wieczorek","2020-05-12",
"48387","not recorded",,1,"John Wieczorek","2020-05-12",
"48388","not recorded",,1,"John Wieczorek","2020-05-12",
"48389","not recorded",,1,"John Wieczorek","2020-05-12",
"48390","not recorded",,1,"John Wieczorek","2020-05-12",
"48391","not recorded",,1,"John Wieczorek","2020-05-12",
"48392","not recorded",,1,"John Wieczorek","2020-05-12",
"48393","not recorded",,1,"John Wieczorek","2020-05-12",
"48394","not recorded",,1,"John Wieczorek","2020-05-12",
"48395","not recorded",,1,"John Wieczorek","2020-05-12",
"48396","not recorded",,1,"John Wieczorek","2020-05-12",
"48397","not recorded",,1,"John Wieczorek","2020-05-12",
"48398","not recorded",,1,"John Wieczorek","2020-05-12",
"48399","not recorded",,1,"John Wieczorek","2020-05-12",
"48400","not recorded",,1,"John Wieczorek","2020-05-12",
"48401","not recorded",,1,"John Wieczorek","2020-05-12",
"48402","not recorded",,1,"John Wieczorek","2020-05-12",
"48403","not recorded",,1,"John Wieczorek","2020-05-12",
"48404","not recorded",,1,"John Wieczorek","2020-05-12",
"48405","not recorded",,1,"John Wieczorek","2020-05-12",
"48406","not recorded",,1,"John Wieczorek","2020-05-12",
"48407","not recorded",,1,"John Wieczorek","2020-05-12",
"48408","not recorded",,1,"John Wieczorek","2020-05-12",
"48409","not recorded",,1,"John Wieczorek","2020-05-12",
"48410","not recorded",,1,"John Wieczorek","2020-05-12",
"48411","not recorded",,1,"John Wieczorek","2020-05-12",
"48412","not recorded",,1,"John Wieczorek","2020-05-12",
"48413","not recorded",,1,"John Wieczorek","2020-05-12",
"48414","not recorded",,1,"John Wieczorek","2020-05-12",
"48415","not recorded",,1,"John Wieczorek","2020-05-12",
"48416","not recorded",,1,"John Wieczorek","2020-05-12",
"48417","not recorded",,1,"John Wieczorek","2020-05-12",
"48418","not recorded",,1,"John Wieczorek","2020-05-12",
"48419","not recorded",,1,"John Wieczorek","2020-05-12",
"48420","not recorded",,1,"John Wieczorek","2020-05-12",
"48421","not recorded",,1,"John Wieczorek","2020-05-12",
"48422","not recorded",,1,"John Wieczorek","2020-05-12",
"48423","not recorded",,1,"John Wieczorek","2020-05-12",
"48424","not recorded",,1,"John Wieczorek","2020-05-12",
"48425","not recorded",,1,"John Wieczorek","2020-05-12",
"48426","not recorded",,1,"John Wieczorek","2020-05-12",
"48427","not recorded",,1,"John Wieczorek","2020-05-12",
"48428","not recorded",,1,"John Wieczorek","2020-05-12",
"48429","not recorded",,1,"John Wieczorek","2020-05-12",
"48430","not recorded",,1,"John Wieczorek","2020-05-12",
"48431","not recorded",,1,"John Wieczorek","2020-05-12",
"48432","not recorded",,1,"John Wieczorek","2020-05-12",
"48433","not recorded",,1,"John Wieczorek","2020-05-12",
"48434","not recorded",,1,"John Wieczorek","2020-05-12",
"48435","not recorded",,1,"John Wieczorek","2020-05-12",
"48436","not recorded",,1,"John Wieczorek","2020-05-12",
"48437","not recorded",,1,"John Wieczorek","2020-05-12",
"48438","not recorded",,1,"John Wieczorek","2020-05-12",
"48439","not recorded",,1,"John Wieczorek","2020-05-12",
"48440","not recorded",,1,"John Wieczorek","2020-05-12",
"48441","not recorded",,1,"John Wieczorek","2020-05-12",
"48442","not recorded",,1,"John Wieczorek","2020-05-12",
"48443","not recorded",,1,"John Wieczorek","2020-05-12",
"48444","not recorded",,1,"John Wieczorek","2020-05-12",
"48445","not recorded",,1,"John Wieczorek","2020-05-12",
"48446","not recorded",,1,"John Wieczorek","2020-05-12",
"48447","not recorded",,1,"John Wieczorek","2020-05-12",
"48448","not recorded",,1,"John Wieczorek","2020-05-12",
"48449","not recorded",,1,"John Wieczorek","2020-05-12",
"48450","not recorded",,1,"John Wieczorek","2020-05-12",
"48451","not recorded",,1,"John Wieczorek","2020-05-12",
"48452","not recorded",,1,"John Wieczorek","2020-05-12",
"48453","not recorded",,1,"John Wieczorek","2020-05-12",
"48454","not recorded",,1,"John Wieczorek","2020-05-12",
"48455","not recorded",,1,"John Wieczorek","2020-05-12",
"48456","not recorded",,1,"John Wieczorek","2020-05-12",
"48457","not recorded",,1,"John Wieczorek","2020-05-12",
"48458","not recorded",,1,"John Wieczorek","2020-05-12",
"48459","not recorded",,1,"John Wieczorek","2020-05-12",
"48460","not recorded",,1,"John Wieczorek","2020-05-12",
"48461","not recorded",,1,"John Wieczorek","2020-05-12",
"48462","not recorded",,1,"John Wieczorek","2020-05-12",
"48463","not recorded",,1,"John Wieczorek","2020-05-12",
"48464","not recorded",,1,"John Wieczorek","2020-05-12",
"48465","not recorded",,1,"John Wieczorek","2020-05-12",
"48466","not recorded",,1,"John Wieczorek","2020-05-12",
"48467","not recorded",,1,"John Wieczorek","2020-05-12",
"48468","not recorded",,1,"John Wieczorek","2020-05-12",
"48469","not recorded",,1,"John Wieczorek","2020-05-12",
"48470","not recorded",,1,"John Wieczorek","2020-05-12",
"48471","not recorded",,1,"John Wieczorek","2020-05-12",
"48472","not recorded",,1,"John Wieczorek","2020-05-12",
"48473","not recorded",,1,"John Wieczorek","2020-05-12",
"48474","not recorded",,1,"John Wieczorek","2020-05-12",
"48475","not recorded",,1,"John Wieczorek","2020-05-12",
"48476","not recorded",,1,"John Wieczorek","2020-05-12",
"48477","not recorded",,1,"John Wieczorek","2020-05-12",
"48478","not recorded",,1,"John Wieczorek","2020-05-12",
"48479","not recorded",,1,"John Wieczorek","2020-05-12",
"48480","not recorded",,1,"John Wieczorek","2020-05-12",
"48481","not recorded",,1,"John Wieczorek","2020-05-12",
"48482","not recorded",,1,"John Wieczorek","2020-05-12",
"48483","not recorded",,1,"John Wieczorek","2020-05-12",
"48484","not recorded",,1,"John Wieczorek","2020-05-12",
"48485","not recorded",,1,"John Wieczorek","2020-05-12",
"48486","not recorded",,1,"John Wieczorek","2020-05-12",
"48487","not recorded",,1,"John Wieczorek","2020-05-12",
"48488","not recorded",,1,"John Wieczorek","2020-05-12",
"48489","not recorded",,1,"John Wieczorek","2020-05-12",
"48490","not recorded",,1,"John Wieczorek","2020-05-12",
"48491","not recorded",,1,"John Wieczorek","2020-05-12",
"48492","not recorded",,1,"John Wieczorek","2020-05-12",
"48493","not recorded",,1,"John Wieczorek","2020-05-12",
"48494","not recorded",,1,"John Wieczorek","2020-05-12",
"48495","not recorded",,1,"John Wieczorek","2020-05-12",
"48496","not recorded",,1,"John Wieczorek","2020-05-12",
"48497","not recorded",,1,"John Wieczorek","2020-05-12",
"48498","not recorded",,1,"John Wieczorek","2020-05-12",
"48499","not recorded",,1,"John Wieczorek","2020-05-12",
"48500","not recorded",,1,"John Wieczorek","2020-05-12",
"48501","not recorded",,1,"John Wieczorek","2020-05-12",
"48502","not recorded",,1,"John Wieczorek","2020-05-12",
"48503","not recorded",,1,"John Wieczorek","2020-05-12",
"48504","not recorded",,1,"John Wieczorek","2020-05-12",
"48505","not recorded",,1,"John Wieczorek","2020-05-12",
"48506","not recorded",,1,"John Wieczorek","2020-05-12",
"48507","not recorded",,1,"John Wieczorek","2020-05-12",
"48508","not recorded",,1,"John Wieczorek","2020-05-12",
"48509","not recorded",,1,"John Wieczorek","2020-05-12",
"48510","not recorded",,1,"John Wieczorek","2020-05-12",
"48511","not recorded",,1,"John Wieczorek","2020-05-12",
"48512","not recorded",,1,"John Wieczorek","2020-05-12",
"48513","not recorded",,1,"John Wieczorek","2020-05-12",
"48514","not recorded",,1,"John Wieczorek","2020-05-12",
"48515","not recorded",,1,"John Wieczorek","2020-05-12",
"48516","not recorded",,1,"John Wieczorek","2020-05-12",
"48517","not recorded",,1,"John Wieczorek","2020-05-12",
"48518","not recorded",,1,"John Wieczorek","2020-05-12",
"48519","not recorded",,1,"John Wieczorek","2020-05-12",
"48520","not recorded",,1,"John Wieczorek","2020-05-12",
"48521","not recorded",,1,"John Wieczorek","2020-05-12",
"48522","not recorded",,1,"John Wieczorek","2020-05-12",
"48523","not recorded",,1,"John Wieczorek","2020-05-12",
"48524","not recorded",,1,"John Wieczorek","2020-05-12",
"48525","not recorded",,1,"John Wieczorek","2020-05-12",
"48526","not recorded",,1,"John Wieczorek","2020-05-12",
"48527","not recorded",,1,"John Wieczorek","2020-05-12",
"48528","not recorded",,1,"John Wieczorek","2020-05-12",
"48529","not recorded",,1,"John Wieczorek","2020-05-12",
"48530","not recorded",,1,"John Wieczorek","2020-05-12",
"48531","not recorded",,1,"John Wieczorek","2020-05-12",
"48532","not recorded",,1,"John Wieczorek","2020-05-12",
"48533","not recorded",,1,"John Wieczorek","2020-05-12",
"48534","not recorded",,1,"John Wieczorek","2020-05-12",
"48535","not recorded",,1,"John Wieczorek","2020-05-12",
"48536","not recorded",,1,"John Wieczorek","2020-05-12",
"48537","not recorded",,1,"John Wieczorek","2020-05-12",
"48538","not recorded",,1,"John Wieczorek","2020-05-12",
"48539","not recorded",,1,"John Wieczorek","2020-05-12",
"48540","not recorded",,1,"John Wieczorek","2020-05-12",
"48541","not recorded",,1,"John Wieczorek","2020-05-12",
"48542","not recorded",,1,"John Wieczorek","2020-05-12",
"48543","not recorded",,1,"John Wieczorek","2020-05-12",
"48544","not recorded",,1,"John Wieczorek","2020-05-12",
"48545","not recorded",,1,"John Wieczorek","2020-05-12",
"48546","not recorded",,1,"John Wieczorek","2020-05-12",
"48547","not recorded",,1,"John Wieczorek","2020-05-12",
"48548","not recorded",,1,"John Wieczorek","2020-05-12",
"48549","not recorded",,1,"John Wieczorek","2020-05-12",
"48550","not recorded",,1,"John Wieczorek","2020-05-12",
"48551","not recorded",,1,"John Wieczorek","2020-05-12",
"48552","not recorded",,1,"John Wieczorek","2020-05-12",
"48553","not recorded",,1,"John Wieczorek","2020-05-12",
"48554","not recorded",,1,"John Wieczorek","2020-05-12",
"48555","not recorded",,1,"John Wieczorek","2020-05-12",
"48556","not recorded",,1,"John Wieczorek","2020-05-12",
"48557","not recorded",,1,"John Wieczorek","2020-05-12",
"48558","not recorded",,1,"John Wieczorek","2020-05-12",
"48559","not recorded",,1,"John Wieczorek","2020-05-12",
"48560","not recorded",,1,"John Wieczorek","2020-05-12",
"48561","not recorded",,1,"John Wieczorek","2020-05-12",
"48562","not recorded",,1,"John Wieczorek","2020-05-12",
"48563","not recorded",,1,"John Wieczorek","2020-05-12",
"48564","not recorded",,1,"John Wieczorek","2020-05-12",
"48565","not recorded",,1,"John Wieczorek","2020-05-12",
"48566","not recorded",,1,"John Wieczorek","2020-05-12",
"48567","not recorded",,1,"John Wieczorek","2020-05-12",
"48568","not recorded",,1,"John Wieczorek","2020-05-12",
"48569","not recorded",,1,"John Wieczorek","2020-05-12",
"48570","not recorded",,1,"John Wieczorek","2020-05-12",
"48571","not recorded",,1,"John Wieczorek","2020-05-12",
"48572","not recorded",,1,"John Wieczorek","2020-05-12",
"48573","not recorded",,1,"John Wieczorek","2020-05-12",
"48574","not recorded",,1,"John Wieczorek","2020-05-12",
"48575","not recorded",,1,"John Wieczorek","2020-05-12",
"48576","not recorded",,1,"John Wieczorek","2020-05-12",
"48577","not recorded",,1,"John Wieczorek","2020-05-12",
"48578","not recorded",,1,"John Wieczorek","2020-05-12",
"48579","not recorded",,1,"John Wieczorek","2020-05-12",
"48580","not recorded",,1,"John Wieczorek","2020-05-12",
"48581","not recorded",,1,"John Wieczorek","2020-05-12",
"48582","not recorded",,1,"John Wieczorek","2020-05-12",
"48583","not recorded",,1,"John Wieczorek","2020-05-12",
"48584","not recorded",,1,"John Wieczorek","2020-05-12",
"48585","not recorded",,1,"John Wieczorek","2020-05-12",
"48586","not recorded",,1,"John Wieczorek","2020-05-12",
"48587","not recorded",,1,"John Wieczorek","2020-05-12",
"48588","not recorded",,1,"John Wieczorek","2020-05-12",
"48589","not recorded",,1,"John Wieczorek","2020-05-12",
"48590","not recorded",,1,"John Wieczorek","2020-05-12",
"48591","not recorded",,1,"John Wieczorek","2020-05-12",
"48592","not recorded",,1,"John Wieczorek","2020-05-12",
"48593","not recorded",,1,"John Wieczorek","2020-05-12",
"48594","not recorded",,1,"John Wieczorek","2020-05-12",
"48595","not recorded",,1,"John Wieczorek","2020-05-12",
"48596","not recorded",,1,"John Wieczorek","2020-05-12",
"48597","not recorded",,1,"John Wieczorek","2020-05-12",
"48598","not recorded",,1,"John Wieczorek","2020-05-12",
"48599","not recorded",,1,"John Wieczorek","2020-05-12",
