"verbatimGeodeticDatum","standardGeodeticDatum","epsg","checked","opinionBy","opinionDate","uri"
"WGS2455","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2456","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2457","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2458","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2459","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS246","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2460","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2461","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2462","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2463","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2464","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2465","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2466","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2467","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2468","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2469","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS247","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2470","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2471","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2472","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2473","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2474","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2475","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2476","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2477","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2478","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2479","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS248","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2480","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2481","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2482","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2483","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2484","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2485","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2486","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2487","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2488","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2489","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS249","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2490","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2491","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2492","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2493","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2494","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2495","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2496","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2497","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2498","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2499","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS250","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2500","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2501","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2502","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2503","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2504","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2505","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2506","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2507","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2508","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2509","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS251","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2510","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2511","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2512","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2513","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2514","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2515","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2516","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2517","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2518","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2519","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS252","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2520","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2521","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2522","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2523","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2524","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2525","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2526","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2527","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2528","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2529","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS253","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2530","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2531","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2532","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2533","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2534","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2535","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2536","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2537","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2538","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2539","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS254","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2540","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2541","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2542","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2543","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2544","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2545","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2546","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2547","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2548","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2549","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS255","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2550","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2551","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2552","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2553","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2554","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2555","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2556","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2557","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2558","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2559","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS256","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2560","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2561","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2562","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2563","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2564","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2565","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2566","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2567","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2568","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2569","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS257","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2570","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2571","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2572","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2573","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2574","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2575","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2576","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2577","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2578","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2579","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS258","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2580","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2581","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2582","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2583","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2584","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2585","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2586","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2587","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2588","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2589","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS259","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2590","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2591","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2592","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2593","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2594","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2595","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2596","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2597","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2598","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2599","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS260","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2600","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2601","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2602","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2603","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2604","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2605","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2606","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2607","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2608","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2609","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS261","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2610","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2611","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2612","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2613","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2614","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2615","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2616","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2617","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2618","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2619","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS262","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2620","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2621","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2622","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2623","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2624","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2625","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2626","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2627","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2628","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2629","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS263","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2630","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2631","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2632","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2633","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2634","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2635","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2636","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2637","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2638","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2639","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS264","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2640","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2641","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2642","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2643","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2644","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2645","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2646","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2647","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2648","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2649","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS265","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2650","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2651","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2652","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2653","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2654","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2655","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2656","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2657","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2658","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2659","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS266","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2660","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2661","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2662","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2663","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2664","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2665","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2666","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2667","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2668","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2669","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS267","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2670","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2671","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2672","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2673","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2674","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2675","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2676","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2677","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2678","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2679","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS268","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2680","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2681","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2682","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2683","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2684","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2685","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2686","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2687","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2688","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2689","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS269","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2690","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2691","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2692","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2693","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2694","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2695","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2696","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2697","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2698","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2699","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS27","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS270","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2700","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2701","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2702","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2703","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2704","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2705","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2706","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2707","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2708","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2709","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS271","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2710","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2711","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2712","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2713","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2714","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2715","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2716","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2717","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2718","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2719","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS272","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2720","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2721","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2722","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2723","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2724","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2725","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2726","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2727","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2728","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2729","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS273","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2730","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2731","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2732","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2733","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2734","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2735","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2736","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2737","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2738","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2739","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS274","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2740","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2741","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2742","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2743","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2744","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2745","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2746","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2747","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2748","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2749","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS275","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2750","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2751","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2752","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2753","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2754","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2755","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2756","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2757","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2758","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2759","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS276","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2760","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2761","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2762","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2763","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2764","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2765","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2766","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2767","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2768","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2769","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS277","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2770","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2771","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2772","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2773","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2774","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2775","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2776","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2777","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2778","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2779","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS278","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2780","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2781","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2782","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2783","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2784","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2785","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2786","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2787","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2788","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2789","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS279","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2790","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2791","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2792","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2793","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2794","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2795","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2796","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2797","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2798","WGS 84",4326,1,"John Wieczorek","2020-04-24",
