verbatimReproductiveCondition	standardReproductiveCondition	standard	checked
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 16 X 8, RIGHT: 14 X 7; DUCT ENLARGED.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 16.0 X 7		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 16.0 X 7.0, RIGHT: 11.2 X 4.1.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 17 X 3; 		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 17 X 3; RIGHT: 10 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 17 X 7; 		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 17 X 7; RIGHT: 12 X 5; LARGEST OVA 4		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 20 X 10,		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 20 X 10, RIGHT: 12 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 20 X 8, 		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 20 X 8, RIGHT: 8 X 4, OVA 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 3 X 1.5;		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 3 X 1.5; RIGHT: 2 X 1.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 3 X 12 M		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 3 X 12 MM; RIGHT: 3 X 10 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 4 X 6, R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 4 X 6, RIGHT: 10 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 1.5,		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 1.5, RIGHT: 5 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 2.5 		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 2.5 MM,RIGHT: 9 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 3; R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 3; RIGHT: 5 X 1.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 7 X 3; RIGHT: 6 X 1.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 1.5,		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 1.5, RIGHT: 8 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 2, R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 2, RIGHT: 7 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 3, R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 3, RIGHT: 6 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 3; R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 3; RIGHT: 5 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 4 MM		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 4 MM, RIGHT: 4 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 8 X 4 MM, RIGHT: 6 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 9 X 2; R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 9 X 2; RIGHT: 7.5 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 9 X 4 MM		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 9 X 4 MM, RIGHT: 4 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 9 X 5, R		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: 9 X 5, RIGHT: 7.5 X 2.5 MM, GRANULAR.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: CA 3 X 1		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT: CA 3 X 1, RIGHT: CIRCA 3 X 0.3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT:10.5 X 4,		0	0
HOW SEXED: GONADS. GONADS: OVARIES: LEFT:10.5 X 4, RIGHT:12 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: R:11x3 MM;L:12		0	0
HOW SEXED: GONADS. GONADS: OVARIES: R:11x3 MM;L:12X2.5 MM,OVA: R:0.8 MM;L:1.5 MM		0	0
HOW SEXED: GONADS. GONADS: OVARIES: RIGHT 14 X 9, 		0	0
HOW SEXED: GONADS. GONADS: OVARIES: RIGHT 14 X 9, OVA 1.5; LEFT: 7 X 2.5, UNDEV.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: RIGHT: 14 X 3,		0	0
HOW SEXED: GONADS. GONADS: OVARIES: RIGHT: 14 X 3, LEFT: 11 x 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES: RIGHT: 7 X 2 M		0	0
HOW SEXED: GONADS. GONADS: OVARIES: RIGHT: 7 X 2 MM; LEFT: 9 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIES; LEFT 4 X 3 MM,		0	0
HOW SEXED: GONADS. GONADS: OVARIES; LEFT 4 X 3 MM, RIGHT 7 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARIEST DRAWN; BREEDIN		0	0
HOW SEXED: GONADS. GONADS: OVARIEST DRAWN; BREEDING.		0	0
HOW SEXED: GONADS. GONADS: OVARU DRAWN.		0	0
HOW SEXED: GONADS. GONADS: OVARY & DUCT ENLARGED; 		0	0
HOW SEXED: GONADS. GONADS: OVARY & DUCT ENLARGED; LARGEST OVA 5 MM. COMMENT: SOME ORANGE IN CROWN.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DIAGRAM).		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN OPAQUE. CO		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN OPAQUE. COMMENT: DUCT NOT LUMPY.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) APPEARS O		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) APPEARS OPAQUE.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) CLEAR. CO		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) CLEAR. COMMENT: DUCT NOT LUMPY.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) DOTTED. C		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) DOTTED. COMMENT: DUCT NOT LUMPY.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) GRANULAR.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) GRANULAR. COMMENT: DUCT LUMPY.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) OPAQUE. C		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) OPAQUE. COMMENT: DUCT NOT LUMPY.		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) WITH OVUL		0	0
HOW SEXED: GONADS. GONADS: OVARY (DRAWN) WITH OVULES. COMMENT: DUCT LUMPY.		0	0
HOW SEXED: GONADS. GONADS: OVARY : APPROXIMATELY 1		0	0
HOW SEXED: GONADS. GONADS: OVARY : APPROXIMATELY 12 X 8 MM, DECOMPOSED.		0	0
HOW SEXED: GONADS. GONADS: OVARY + OVIDUCT.		0	0
HOW SEXED: GONADS. GONADS: OVARY < 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY < 1 x 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY <1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 10 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 14 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 2 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 2 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 22 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 3 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 3 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 3.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 4 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 9 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY = 9 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY > 10 X 5 MM, OVA 		0	0
HOW SEXED: GONADS. GONADS: OVARY > 10 X 5 MM, OVA TO 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY > 10 X 5; BORDERE		0	0
HOW SEXED: GONADS. GONADS: OVARY > 10 X 5; BORDERED BY TUMOR.		0	0
HOW SEXED: GONADS. GONADS: OVARY > 30 X 10; OVA TO		0	0
HOW SEXED: GONADS. GONADS: OVARY > 30 X 10; OVA TO 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 0.7 X 0.3 MM., TR		0	0
HOW SEXED: GONADS. GONADS: OVARY 0.7 X 0.3 MM., TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 MM,TRIANGULAR,N		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 MM,TRIANGULAR,NO OVA SN.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 0.5 MM, DARK.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 0.5 MM, OVA V		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 0.5 MM, OVA VERY SMALL.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, NEAR TR		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, NEAR TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, NEARLY 		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, NEARLY TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, NO OBVI		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, NO OBVIOUS OVA.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, TRANSPA		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM, TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 x 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 3 MM. COMMENT		0	0
HOW SEXED: GONADS. GONADS: OVARY 1 X 3 MM. COMMENT: DUCT VISIBLE.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM OVA NO		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM OVA NOT OBVIOUS.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, NEARL		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, NEARLY INVISIBLE.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, NEARLY TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, TRANS		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, TRIAN		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, TRIANGULAR.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, WHITI		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM, WHITISH.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM; NO OB		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM; NO OBVIOUS OVA.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM; NO VI		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1 MM; NO VISIBLE OVA.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1, TRANSPAR		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1, TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1.5 MM, NO 		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1.5 MM, NO OBVIOUS OVA.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1.5 MM, TRA		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1.5 MM, TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 2 MM, TRANS		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 2 MM, TRANSPARENT.		0	0
HOW SEXED: GONADS. GONADS: OVARY 1.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 10 MM, LARGE		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 10 MM, LARGEST OVUM 1.5.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 10 MM, OVA T		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 10 MM, OVA TO 1.5 MM. COMMENT: DUCT 2.5 MM DIAMETER.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 13; OVA TO 5		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 13; OVA TO 5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15 MM, LARGE		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15 MM, LARGEST OVUM 1.5.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15, 2 RUPTUR		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15, 2 RUPTURED FOLLICLES. COMMENT: 7 YOLKS, TO 7 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15, 7 OVA TO		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 15, 7 OVA TO 7 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 20 MM; OVUM 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 20 MM; OVUM 2.8 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 3, OVA TO 1 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 3, OVA TO 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, EGG 1.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, EGG 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, EGGS 0		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, EGGS 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, GRANUL		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, GRANULAR.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, LARGEST OVA 1.5. COMMENT: DUCT SWOLLEN.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, OVA < 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, OVA < 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, OVA VI		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM, OVA VISIBLE < 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM; OVA TO		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4 MM; OVA TO 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4, OVA COMP 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4, OVA COMP DIST. COMMENT: NO RUPTURED FOLLICLE.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5 MM, MANY		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5 MM, MANY OVA < 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5 MM, MATU		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5 MM, MATURE.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5; LARGEST		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 4.5; LARGEST OVA 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, LARGEST EGG 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, LARGEST EGGS 1.5.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, LARGEST OVA 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, LARGEST OVA 2 MM. COMMENT: BROOD PATCH WELL DEVELOPED.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, LARGEST OVUM 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, OVA TO		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, OVA TO 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, OVA TO 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM, OVA TO 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM. LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5 MM. LARGEST EGG 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, LARGEST E		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, LARGEST EGG 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, LARGEST F		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, LARGEST FOLLICLE 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, LARGEST OVA 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, OVA 1 x 1		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, OVA 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, OVA TO 1 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, OVA TO 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, PREBREEDI		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5, PREBREEDING.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5; LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5; LARGEST OVUM 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5; LARGEST Y		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 5; LARGEST YOLK 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, 1 G OV		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, 1 G OVA 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, LARGEST EGG 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, LARGEST EGG 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, LARGEST OVUM 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, LARGEST OVUM 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, MANY O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, MANY OVA CIRCA 0.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, OVA 2-		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, OVA 2-3 MM DIAMETER.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, OVA TO		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, OVA TO 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, VERY F		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM, VERY FLAT; OVA < 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM; LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM; LARGEST FOLLICLE 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM; LARGEST OVA 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6 MM; LARGEST OVA 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6, LARGEST E		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6, LARGEST EGGS 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6, LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6, LARGEST OVA 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6.5; LARGEST		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6.5; LARGEST OVA 2 MM. COMMENT: DUCT EXTREMELY DISTENDED.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6; LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6; LARGEST OVUM 1 x 1 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 6; LARGEST OVUM 5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM, LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM, LARGEST EGGS 2.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM, LARGEST OVULE 2 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM, LARGEST OVUM 1.5.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM, LARGEST OVUM 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM; LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7 MM; LARGEST OVUM 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, 5 OVA TO 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, 5 OVA TO 3.5 MM. COMMENT: 1 5-MM RUPTURED FOLLICLE.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, 5 YOLKS T		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, 5 YOLKS TO 3.5 MM. COMMENT: 1 5 MM RUPTURED FOLLICLE.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, LARGEST E		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, LARGEST EGG 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7, LARGEST OVUM 2.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7; LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 7; LARGEST OVUM 1.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8 MM, LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8 MM, LARGEST EGG 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8 MM, LARGEST OVUM 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8, OVA 11 x 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8, OVA 11 x 11, 8 X 8 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8; LARGEST O		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8; LARGEST OVUM 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8; OVA TO 2.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8; OVA TO 2.5 X 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8; YOLKS 11x		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 8; YOLKS 11x11, 8X8, LARGEST DEV OVA 2+ X2		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 9 MM, LARGES		0	0
HOW SEXED: GONADS. GONADS: OVARY 10 X 9 MM, LARGEST OVUM 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10.0 X 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10.1 X 6.4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10.5 MM, LARGEST 		0	0
HOW SEXED: GONADS. GONADS: OVARY 10.5 MM, LARGEST EGG 2 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 10.5 MM, LARGEST OVUM 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 3 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 3.5 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 3.5 MM. COMM		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 3.5 MM. COMMENT: SEXED MALE AT AVIARY.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 3.5.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 4 MM.		0	0
HOW SEXED: GONADS. GONADS: OVARY 11 x 4, GRANULAR.		0	0
