geodeticdatum	standard	vetted
WGS8466	WGS 84	1
WGS8467	WGS 84	1
WGS8468	WGS 84	1
WGS8469	WGS 84	1
WGS847	WGS 84	1
WGS8470	WGS 84	1
WGS8471	WGS 84	1
WGS8472	WGS 84	1
WGS8473	WGS 84	1
WGS8474	WGS 84	1
WGS8475	WGS 84	1
WGS8476	WGS 84	1
WGS8477	WGS 84	1
WGS8478	WGS 84	1
WGS8479	WGS 84	1
WGS848	WGS 84	1
WGS8480	WGS 84	1
WGS8481	WGS 84	1
WGS8482	WGS 84	1
WGS8483	WGS 84	1
WGS8484	WGS 84	1
WGS8485	WGS 84	1
WGS8486	WGS 84	1
WGS8487	WGS 84	1
WGS8488	WGS 84	1
WGS8489	WGS 84	1
WGS849	WGS 84	1
WGS8490	WGS 84	1
WGS8491	WGS 84	1
WGS8492	WGS 84	1
WGS8493	WGS 84	1
WGS8494	WGS 84	1
WGS8495	WGS 84	1
WGS8496	WGS 84	1
WGS8497	WGS 84	1
WGS8498	WGS 84	1
WGS8499	WGS 84	1
WGS84A	WGS 84	1
WGS84C	WGS 84	1
WGS84-GPS	WGS 84	1
WGS84WGS84	WGS 84	1
WGS84ZL	WGS 84	1
WGS85	WGS 84	1
WGS850	WGS 84	1
WGS8500	WGS 84	1
WGS8501	WGS 84	1
WGS8502	WGS 84	1
WGS8503	WGS 84	1
WGS8504	WGS 84	1
WGS8505	WGS 84	1
WGS8506	WGS 84	1
WGS8507	WGS 84	1
WGS8508	WGS 84	1
WGS8509	WGS 84	1
WGS851	WGS 84	1
WGS8510	WGS 84	1
WGS8511	WGS 84	1
WGS8512	WGS 84	1
WGS8513	WGS 84	1
WGS8514	WGS 84	1
WGS8515	WGS 84	1
WGS8516	WGS 84	1
WGS8517	WGS 84	1
WGS8518	WGS 84	1
WGS8519	WGS 84	1
WGS852	WGS 84	1
WGS8520	WGS 84	1
WGS8521	WGS 84	1
WGS8522	WGS 84	1
WGS8523	WGS 84	1
WGS8524	WGS 84	1
WGS8525	WGS 84	1
WGS8526	WGS 84	1
WGS8527	WGS 84	1
WGS8528	WGS 84	1
WGS8529	WGS 84	1
WGS853	WGS 84	1
WGS8530	WGS 84	1
WGS8531	WGS 84	1
WGS8532	WGS 84	1
WGS8533	WGS 84	1
WGS8534	WGS 84	1
WGS8535	WGS 84	1
WGS8536	WGS 84	1
WGS8537	WGS 84	1
WGS8538	WGS 84	1
WGS8539	WGS 84	1
WGS854	WGS 84	1
WGS8540	WGS 84	1
WGS8541	WGS 84	1
WGS8542	WGS 84	1
WGS8543	WGS 84	1
WGS8544	WGS 84	1
WGS8545	WGS 84	1
WGS8546	WGS 84	1
WGS8547	WGS 84	1
WGS8548	WGS 84	1
WGS8549	WGS 84	1
WGS855	WGS 84	1
WGS8550	WGS 84	1
WGS8551	WGS 84	1
WGS8552	WGS 84	1
WGS8553	WGS 84	1
WGS8554	WGS 84	1
WGS8555	WGS 84	1
WGS8556	WGS 84	1
WGS8557	WGS 84	1
WGS8558	WGS 84	1
WGS8559	WGS 84	1
WGS856	WGS 84	1
WGS8560	WGS 84	1
WGS8561	WGS 84	1
WGS8562	WGS 84	1
WGS8563	WGS 84	1
WGS8564	WGS 84	1
WGS8565	WGS 84	1
WGS8566	WGS 84	1
WGS8567	WGS 84	1
WGS8568	WGS 84	1
WGS8569	WGS 84	1
WGS857	WGS 84	1
WGS8570	WGS 84	1
WGS8571	WGS 84	1
WGS8572	WGS 84	1
WGS8573	WGS 84	1
WGS8574	WGS 84	1
WGS8575	WGS 84	1
WGS8576	WGS 84	1
WGS8577	WGS 84	1
WGS8578	WGS 84	1
WGS8579	WGS 84	1
WGS858	WGS 84	1
WGS8580	WGS 84	1
WGS8581	WGS 84	1
WGS8582	WGS 84	1
WGS8583	WGS 84	1
WGS8584	WGS 84	1
WGS8585	WGS 84	1
WGS8586	WGS 84	1
WGS8587	WGS 84	1
WGS8588	WGS 84	1
WGS8589	WGS 84	1
WGS859	WGS 84	1
WGS8590	WGS 84	1
WGS8591	WGS 84	1
WGS8592	WGS 84	1
WGS8593	WGS 84	1
WGS8594	WGS 84	1
WGS8595	WGS 84	1
WGS8596	WGS 84	1
WGS8597	WGS 84	1
WGS8598	WGS 84	1
WGS8599	WGS 84	1
WGS86	WGS 84	1
WGS860	WGS 84	1
WGS8600	WGS 84	1
WGS8601	WGS 84	1
WGS8602	WGS 84	1
WGS8603	WGS 84	1
WGS8604	WGS 84	1
WGS8605	WGS 84	1
WGS8606	WGS 84	1
WGS8607	WGS 84	1
WGS8608	WGS 84	1
WGS8609	WGS 84	1
WGS861	WGS 84	1
WGS8610	WGS 84	1
WGS8611	WGS 84	1
WGS8612	WGS 84	1
WGS8613	WGS 84	1
WGS8614	WGS 84	1
WGS8615	WGS 84	1
WGS8616	WGS 84	1
WGS8617	WGS 84	1
WGS8618	WGS 84	1
WGS8619	WGS 84	1
WGS862	WGS 84	1
WGS8620	WGS 84	1
WGS8621	WGS 84	1
WGS8622	WGS 84	1
WGS8623	WGS 84	1
WGS8624	WGS 84	1
WGS8625	WGS 84	1
WGS8626	WGS 84	1
WGS8627	WGS 84	1
WGS8628	WGS 84	1
WGS8629	WGS 84	1
WGS863	WGS 84	1
WGS8630	WGS 84	1
WGS8631	WGS 84	1
WGS8632	WGS 84	1
WGS8633	WGS 84	1
WGS8634	WGS 84	1
WGS8635	WGS 84	1
WGS8636	WGS 84	1
WGS8637	WGS 84	1
WGS8638	WGS 84	1
WGS8639	WGS 84	1
WGS864	WGS 84	1
WGS8640	WGS 84	1
WGS8641	WGS 84	1
WGS8642	WGS 84	1
WGS8643	WGS 84	1
WGS8644	WGS 84	1
WGS8645	WGS 84	1
WGS8646	WGS 84	1
WGS8647	WGS 84	1
WGS8648	WGS 84	1
WGS8649	WGS 84	1
WGS865	WGS 84	1
WGS8650	WGS 84	1
WGS8651	WGS 84	1
WGS8652	WGS 84	1
WGS8653	WGS 84	1
WGS8654	WGS 84	1
WGS8655	WGS 84	1
WGS8656	WGS 84	1
WGS8657	WGS 84	1
WGS8658	WGS 84	1
WGS8659	WGS 84	1
WGS866	WGS 84	1
WGS8660	WGS 84	1
WGS8661	WGS 84	1
WGS8662	WGS 84	1
WGS8663	WGS 84	1
WGS8664	WGS 84	1
WGS8665	WGS 84	1
WGS8666	WGS 84	1
WGS8667	WGS 84	1
WGS8668	WGS 84	1
WGS8669	WGS 84	1
WGS867	WGS 84	1
WGS8670	WGS 84	1
WGS8671	WGS 84	1
WGS8672	WGS 84	1
WGS8673	WGS 84	1
WGS8674	WGS 84	1
WGS8675	WGS 84	1
WGS8676	WGS 84	1
WGS8677	WGS 84	1
WGS8678	WGS 84	1
WGS8679	WGS 84	1
WGS868	WGS 84	1
WGS8680	WGS 84	1
WGS8681	WGS 84	1
WGS8682	WGS 84	1
WGS8683	WGS 84	1
WGS8684	WGS 84	1
WGS8685	WGS 84	1
WGS8686	WGS 84	1
WGS8687	WGS 84	1
WGS8688	WGS 84	1
WGS8689	WGS 84	1
WGS869	WGS 84	1
WGS8690	WGS 84	1
WGS8691	WGS 84	1
WGS8692	WGS 84	1
WGS8693	WGS 84	1
WGS8694	WGS 84	1
WGS8695	WGS 84	1
WGS8696	WGS 84	1
WGS8697	WGS 84	1
WGS8698	WGS 84	1
WGS8699	WGS 84	1
WGS87	WGS 84	1
WGS870	WGS 84	1
WGS8700	WGS 84	1
WGS8701	WGS 84	1
WGS8702	WGS 84	1
WGS8703	WGS 84	1
WGS8704	WGS 84	1
WGS8705	WGS 84	1
WGS8706	WGS 84	1
WGS8707	WGS 84	1
WGS8708	WGS 84	1
WGS8709	WGS 84	1
WGS871	WGS 84	1
WGS8710	WGS 84	1
WGS8711	WGS 84	1
WGS8712	WGS 84	1
WGS8713	WGS 84	1
WGS8714	WGS 84	1
WGS8715	WGS 84	1
WGS8716	WGS 84	1
WGS8717	WGS 84	1
WGS8718	WGS 84	1
WGS8719	WGS 84	1
WGS872	WGS 84	1
WGS8720	WGS 84	1
WGS8721	WGS 84	1
WGS8722	WGS 84	1
WGS8723	WGS 84	1
WGS8724	WGS 84	1
WGS8725	WGS 84	1
WGS8726	WGS 84	1
WGS8727	WGS 84	1
WGS8728	WGS 84	1
WGS8729	WGS 84	1
WGS873	WGS 84	1
WGS8730	WGS 84	1
WGS8731	WGS 84	1
WGS8732	WGS 84	1
WGS8733	WGS 84	1
WGS8734	WGS 84	1
WGS8735	WGS 84	1
WGS8736	WGS 84	1
WGS8737	WGS 84	1
WGS8738	WGS 84	1
WGS8739	WGS 84	1
WGS874	WGS 84	1
WGS8740	WGS 84	1
WGS8741	WGS 84	1
WGS8742	WGS 84	1
WGS8743	WGS 84	1
WGS8744	WGS 84	1
WGS8745	WGS 84	1
WGS8746	WGS 84	1
WGS8747	WGS 84	1
WGS8748	WGS 84	1
WGS8749	WGS 84	1
WGS875	WGS 84	1
WGS8750	WGS 84	1
WGS8751	WGS 84	1
WGS8752	WGS 84	1
WGS8753	WGS 84	1
WGS8754	WGS 84	1
WGS8755	WGS 84	1
WGS8756	WGS 84	1
WGS8757	WGS 84	1
WGS8758	WGS 84	1
WGS8759	WGS 84	1
WGS876	WGS 84	1
WGS8760	WGS 84	1
WGS8761	WGS 84	1
WGS8762	WGS 84	1
WGS8763	WGS 84	1
WGS8764	WGS 84	1
WGS8765	WGS 84	1
WGS8766	WGS 84	1
WGS8767	WGS 84	1
WGS8768	WGS 84	1
WGS8769	WGS 84	1
WGS877	WGS 84	1
WGS8770	WGS 84	1
WGS8771	WGS 84	1
WGS8772	WGS 84	1
WGS8773	WGS 84	1
WGS8774	WGS 84	1
WGS8775	WGS 84	1
WGS8776	WGS 84	1
WGS8777	WGS 84	1
WGS8778	WGS 84	1
WGS8779	WGS 84	1
WGS878	WGS 84	1
WGS8780	WGS 84	1
WGS8781	WGS 84	1
WGS8782	WGS 84	1
WGS8783	WGS 84	1
WGS8784	WGS 84	1
WGS8785	WGS 84	1
WGS8786	WGS 84	1
WGS8787	WGS 84	1
WGS8788	WGS 84	1
WGS8789	WGS 84	1
WGS879	WGS 84	1
WGS8790	WGS 84	1
WGS8791	WGS 84	1
WGS8792	WGS 84	1
WGS8793	WGS 84	1
WGS8794	WGS 84	1
WGS8795	WGS 84	1
WGS8796	WGS 84	1
WGS8797	WGS 84	1
WGS8798	WGS 84	1
WGS8799	WGS 84	1
WGS88	WGS 84	1
WGS880	WGS 84	1
WGS8800	WGS 84	1
WGS8801	WGS 84	1
WGS8802	WGS 84	1
WGS8803	WGS 84	1
WGS8804	WGS 84	1
WGS8805	WGS 84	1
WGS8806	WGS 84	1
WGS8807	WGS 84	1
WGS8808	WGS 84	1
WGS8809	WGS 84	1
WGS881	WGS 84	1
WGS8810	WGS 84	1
WGS8811	WGS 84	1
WGS8812	WGS 84	1
WGS8813	WGS 84	1
WGS8814	WGS 84	1
WGS8815	WGS 84	1
WGS8816	WGS 84	1
WGS8817	WGS 84	1
WGS8818	WGS 84	1
WGS8819	WGS 84	1
WGS882	WGS 84	1
WGS8820	WGS 84	1
WGS8821	WGS 84	1
WGS8822	WGS 84	1
WGS8823	WGS 84	1
WGS8824	WGS 84	1
WGS8825	WGS 84	1
WGS8826	WGS 84	1
WGS8827	WGS 84	1
WGS8828	WGS 84	1
WGS8829	WGS 84	1
WGS883	WGS 84	1
WGS8830	WGS 84	1
WGS8831	WGS 84	1
WGS8832	WGS 84	1
WGS8833	WGS 84	1
WGS8834	WGS 84	1
WGS8835	WGS 84	1
WGS8836	WGS 84	1
WGS8837	WGS 84	1
WGS8838	WGS 84	1
WGS8839	WGS 84	1
WGS884	WGS 84	1
WGS8840	WGS 84	1
WGS8841	WGS 84	1
WGS8842	WGS 84	1
WGS8843	WGS 84	1
WGS8844	WGS 84	1
WGS8845	WGS 84	1
WGS8846	WGS 84	1
WGS8847	WGS 84	1
WGS8848	WGS 84	1
WGS8849	WGS 84	1
WGS885	WGS 84	1
WGS8850	WGS 84	1
WGS8851	WGS 84	1
WGS8852	WGS 84	1
WGS8853	WGS 84	1
WGS8854	WGS 84	1
WGS8855	WGS 84	1
WGS8856	WGS 84	1
WGS8857	WGS 84	1
WGS8858	WGS 84	1
WGS8859	WGS 84	1
WGS886	WGS 84	1
WGS8860	WGS 84	1
WGS8861	WGS 84	1
WGS8862	WGS 84	1
WGS8863	WGS 84	1
WGS8864	WGS 84	1
WGS8865	WGS 84	1
WGS8866	WGS 84	1
WGS8867	WGS 84	1
WGS8868	WGS 84	1
WGS8869	WGS 84	1
WGS887	WGS 84	1
WGS8870	WGS 84	1
WGS8871	WGS 84	1
WGS8872	WGS 84	1
WGS8873	WGS 84	1
WGS8874	WGS 84	1
WGS8875	WGS 84	1
WGS8876	WGS 84	1
WGS8877	WGS 84	1
WGS8878	WGS 84	1
WGS8879	WGS 84	1
WGS888	WGS 84	1
WGS8880	WGS 84	1
WGS8881	WGS 84	1
WGS8882	WGS 84	1
WGS8883	WGS 84	1
WGS8884	WGS 84	1
WGS8885	WGS 84	1
WGS8886	WGS 84	1
WGS8887	WGS 84	1
WGS8888	WGS 84	1
WGS8889	WGS 84	1
WGS889	WGS 84	1
WGS8890	WGS 84	1
WGS8891	WGS 84	1
WGS8892	WGS 84	1
WGS8893	WGS 84	1
WGS8894	WGS 84	1
WGS8895	WGS 84	1
WGS8896	WGS 84	1
WGS8897	WGS 84	1
WGS8898	WGS 84	1
WGS8899	WGS 84	1
WGS89	WGS 84	1
WGS890	WGS 84	1
WGS8900	WGS 84	1
WGS8901	WGS 84	1
WGS8902	WGS 84	1
WGS8903	WGS 84	1
WGS8904	WGS 84	1
WGS8905	WGS 84	1
WGS8906	WGS 84	1
WGS8907	WGS 84	1
WGS8908	WGS 84	1
WGS8909	WGS 84	1
WGS891	WGS 84	1
WGS8910	WGS 84	1
WGS8911	WGS 84	1
WGS8912	WGS 84	1
WGS8913	WGS 84	1
WGS8914	WGS 84	1
WGS8915	WGS 84	1
WGS8916	WGS 84	1
WGS8917	WGS 84	1
WGS8918	WGS 84	1
WGS8919	WGS 84	1
WGS892	WGS 84	1
WGS8920	WGS 84	1
WGS8921	WGS 84	1
WGS8922	WGS 84	1
WGS8923	WGS 84	1
WGS8924	WGS 84	1
WGS8925	WGS 84	1
WGS8926	WGS 84	1
WGS8927	WGS 84	1
WGS8928	WGS 84	1
WGS8929	WGS 84	1
WGS893	WGS 84	1
WGS8930	WGS 84	1
WGS8931	WGS 84	1
WGS8932	WGS 84	1
WGS8933	WGS 84	1
WGS8934	WGS 84	1
WGS8935	WGS 84	1
WGS8936	WGS 84	1
WGS8937	WGS 84	1
WGS8938	WGS 84	1
WGS8939	WGS 84	1
WGS894	WGS 84	1
WGS8940	WGS 84	1
WGS8941	WGS 84	1
WGS8942	WGS 84	1
WGS8943	WGS 84	1
WGS8944	WGS 84	1
WGS8945	WGS 84	1
WGS8946	WGS 84	1
WGS8947	WGS 84	1
WGS8948	WGS 84	1
WGS8949	WGS 84	1
WGS895	WGS 84	1
WGS8950	WGS 84	1
WGS8951	WGS 84	1
WGS8952	WGS 84	1
WGS8953	WGS 84	1
WGS8954	WGS 84	1
WGS8955	WGS 84	1
WGS8956	WGS 84	1
WGS8957	WGS 84	1
WGS8958	WGS 84	1
WGS8959	WGS 84	1
WGS896	WGS 84	1
WGS8960	WGS 84	1
WGS8961	WGS 84	1
WGS8962	WGS 84	1
WGS8963	WGS 84	1
WGS8964	WGS 84	1
WGS8965	WGS 84	1
WGS8966	WGS 84	1
WGS8967	WGS 84	1
WGS8968	WGS 84	1
WGS8969	WGS 84	1
WGS897	WGS 84	1
WGS8970	WGS 84	1
WGS8971	WGS 84	1
WGS8972	WGS 84	1
WGS8973	WGS 84	1
WGS8974	WGS 84	1
WGS8975	WGS 84	1
WGS8976	WGS 84	1
WGS8977	WGS 84	1
WGS8978	WGS 84	1
WGS8979	WGS 84	1
WGS898	WGS 84	1
WGS8980	WGS 84	1
WGS8981	WGS 84	1
WGS8982	WGS 84	1
WGS8983	WGS 84	1
WGS8984	WGS 84	1
WGS8985	WGS 84	1
WGS8986	WGS 84	1
WGS8987	WGS 84	1
WGS8988	WGS 84	1
WGS8989	WGS 84	1
WGS899	WGS 84	1
WGS8990	WGS 84	1
WGS8991	WGS 84	1
WGS8992	WGS 84	1
WGS8993	WGS 84	1
WGS8994	WGS 84	1
WGS8995	WGS 84	1
WGS8996	WGS 84	1
WGS8997	WGS 84	1
WGS8998	WGS 84	1
WGS8999	WGS 84	1
WGS8R	WGS 84	1
WGS90	WGS 84	1
WGS900	WGS 84	1
WGS9000	WGS 84	1
WGS9001	WGS 84	1
WGS9002	WGS 84	1
WGS9003	WGS 84	1
WGS9004	WGS 84	1
WGS9005	WGS 84	1
WGS9006	WGS 84	1
WGS9007	WGS 84	1
WGS9008	WGS 84	1
WGS9009	WGS 84	1
WGS901	WGS 84	1
WGS9010	WGS 84	1
WGS9011	WGS 84	1
WGS9012	WGS 84	1
WGS9013	WGS 84	1
WGS9014	WGS 84	1
WGS9015	WGS 84	1
WGS9016	WGS 84	1
WGS9017	WGS 84	1
WGS9018	WGS 84	1
WGS9019	WGS 84	1
WGS902	WGS 84	1
WGS9020	WGS 84	1
WGS9021	WGS 84	1
WGS9022	WGS 84	1
WGS9023	WGS 84	1
WGS9024	WGS 84	1
WGS9025	WGS 84	1
WGS9026	WGS 84	1
WGS9027	WGS 84	1
WGS9028	WGS 84	1
WGS9029	WGS 84	1
WGS903	WGS 84	1
WGS9030	WGS 84	1
WGS9031	WGS 84	1
WGS9032	WGS 84	1
WGS9033	WGS 84	1
WGS9034	WGS 84	1
WGS9035	WGS 84	1
WGS9036	WGS 84	1
WGS9037	WGS 84	1
WGS9038	WGS 84	1
WGS9039	WGS 84	1
WGS904	WGS 84	1
WGS9040	WGS 84	1
WGS9041	WGS 84	1
WGS9042	WGS 84	1
WGS9043	WGS 84	1
WGS9044	WGS 84	1
WGS9045	WGS 84	1
WGS9046	WGS 84	1
WGS9047	WGS 84	1
WGS9048	WGS 84	1
WGS9049	WGS 84	1
WGS905	WGS 84	1
WGS9050	WGS 84	1
WGS9051	WGS 84	1
WGS9052	WGS 84	1
WGS9053	WGS 84	1
WGS9054	WGS 84	1
WGS9055	WGS 84	1
WGS9056	WGS 84	1
WGS9057	WGS 84	1
WGS9058	WGS 84	1
WGS9059	WGS 84	1
WGS906	WGS 84	1
WGS9060	WGS 84	1
WGS9061	WGS 84	1
WGS9062	WGS 84	1
WGS9063	WGS 84	1
WGS9064	WGS 84	1
WGS9065	WGS 84	1
WGS9066	WGS 84	1
WGS9067	WGS 84	1
WGS9068	WGS 84	1
WGS9069	WGS 84	1
WGS907	WGS 84	1
WGS9070	WGS 84	1
WGS9071	WGS 84	1
WGS9072	WGS 84	1
WGS9073	WGS 84	1
WGS9074	WGS 84	1
WGS9075	WGS 84	1
WGS9076	WGS 84	1
WGS9077	WGS 84	1
WGS9078	WGS 84	1
WGS9079	WGS 84	1
WGS908	WGS 84	1
WGS9080	WGS 84	1
WGS9081	WGS 84	1
WGS9082	WGS 84	1
WGS9083	WGS 84	1
WGS9084	WGS 84	1
WGS9085	WGS 84	1
WGS9086	WGS 84	1
WGS9087	WGS 84	1
WGS9088	WGS 84	1
WGS9089	WGS 84	1
WGS909	WGS 84	1
WGS9090	WGS 84	1
WGS9091	WGS 84	1
WGS9092	WGS 84	1
WGS9093	WGS 84	1
WGS9094	WGS 84	1
WGS9095	WGS 84	1
WGS9096	WGS 84	1
WGS9097	WGS 84	1
WGS9098	WGS 84	1
WGS9099	WGS 84	1
WGS91	WGS 84	1
WGS910	WGS 84	1
WGS9100	WGS 84	1
WGS9101	WGS 84	1
WGS9102	WGS 84	1
WGS9103	WGS 84	1
WGS9104	WGS 84	1
WGS9105	WGS 84	1
WGS9106	WGS 84	1
WGS9107	WGS 84	1
WGS9108	WGS 84	1
WGS9109	WGS 84	1
WGS911	WGS 84	1
WGS9110	WGS 84	1
WGS9111	WGS 84	1
WGS9112	WGS 84	1
WGS9113	WGS 84	1
WGS9114	WGS 84	1
WGS9115	WGS 84	1
WGS9116	WGS 84	1
WGS9117	WGS 84	1
WGS9118	WGS 84	1
WGS9119	WGS 84	1
WGS912	WGS 84	1
WGS9120	WGS 84	1
WGS9121	WGS 84	1
WGS9122	WGS 84	1
WGS9123	WGS 84	1
WGS9124	WGS 84	1
WGS9125	WGS 84	1
WGS9126	WGS 84	1
WGS9127	WGS 84	1
WGS9128	WGS 84	1
WGS9129	WGS 84	1
WGS913	WGS 84	1
WGS9130	WGS 84	1
WGS9131	WGS 84	1
WGS9132	WGS 84	1
WGS9133	WGS 84	1
WGS9134	WGS 84	1
WGS9135	WGS 84	1
WGS9136	WGS 84	1
WGS9137	WGS 84	1
WGS9138	WGS 84	1
WGS9139	WGS 84	1
WGS914	WGS 84	1
WGS9140	WGS 84	1
WGS9141	WGS 84	1
WGS9142	WGS 84	1
WGS9143	WGS 84	1
WGS9144	WGS 84	1
WGS9145	WGS 84	1
WGS9146	WGS 84	1
WGS9147	WGS 84	1
WGS9148	WGS 84	1
WGS9149	WGS 84	1
WGS915	WGS 84	1
WGS9150	WGS 84	1
WGS9151	WGS 84	1
WGS9152	WGS 84	1
WGS9153	WGS 84	1
WGS9154	WGS 84	1
WGS9155	WGS 84	1
WGS9156	WGS 84	1
WGS9157	WGS 84	1
WGS9158	WGS 84	1
WGS9159	WGS 84	1
WGS916	WGS 84	1
WGS9160	WGS 84	1
WGS9161	WGS 84	1
WGS9162	WGS 84	1
WGS9163	WGS 84	1
WGS9164	WGS 84	1
WGS9165	WGS 84	1
WGS9166	WGS 84	1
WGS9167	WGS 84	1
WGS9168	WGS 84	1
WGS9169	WGS 84	1
WGS917	WGS 84	1
WGS9170	WGS 84	1
WGS9171	WGS 84	1
WGS9172	WGS 84	1
WGS9173	WGS 84	1
WGS9174	WGS 84	1
WGS9175	WGS 84	1
WGS9176	WGS 84	1
WGS9177	WGS 84	1
WGS9178	WGS 84	1
WGS9179	WGS 84	1
WGS918	WGS 84	1
WGS9180	WGS 84	1
WGS9181	WGS 84	1
WGS9182	WGS 84	1
WGS9183	WGS 84	1
WGS9184	WGS 84	1
WGS9185	WGS 84	1
WGS9186	WGS 84	1
WGS9187	WGS 84	1
WGS9188	WGS 84	1
WGS9189	WGS 84	1
WGS919	WGS 84	1
WGS9190	WGS 84	1
WGS9191	WGS 84	1
WGS9192	WGS 84	1
WGS9193	WGS 84	1
WGS9194	WGS 84	1
WGS9195	WGS 84	1
WGS9196	WGS 84	1
WGS9197	WGS 84	1
WGS9198	WGS 84	1
WGS9199	WGS 84	1
WGS92	WGS 84	1
WGS920	WGS 84	1
WGS9200	WGS 84	1
WGS9201	WGS 84	1
WGS9202	WGS 84	1
WGS9203	WGS 84	1
WGS9204	WGS 84	1
WGS9205	WGS 84	1
WGS9206	WGS 84	1
WGS9207	WGS 84	1
WGS9208	WGS 84	1
WGS9209	WGS 84	1
WGS921	WGS 84	1
WGS9210	WGS 84	1
WGS9211	WGS 84	1
WGS9212	WGS 84	1
WGS9213	WGS 84	1
WGS9214	WGS 84	1
WGS9215	WGS 84	1
WGS9216	WGS 84	1
WGS9217	WGS 84	1
WGS9218	WGS 84	1
WGS9219	WGS 84	1
WGS922	WGS 84	1
WGS9220	WGS 84	1
WGS9221	WGS 84	1
WGS9222	WGS 84	1
WGS9223	WGS 84	1
WGS9224	WGS 84	1
WGS9225	WGS 84	1
WGS9226	WGS 84	1
WGS9227	WGS 84	1
WGS9228	WGS 84	1
WGS9229	WGS 84	1
WGS923	WGS 84	1
WGS9230	WGS 84	1
WGS9231	WGS 84	1
WGS9232	WGS 84	1
WGS9233	WGS 84	1
WGS9234	WGS 84	1
WGS9235	WGS 84	1
WGS9236	WGS 84	1
WGS9237	WGS 84	1
WGS9238	WGS 84	1
WGS9239	WGS 84	1
WGS924	WGS 84	1
WGS9240	WGS 84	1
WGS9241	WGS 84	1
WGS9242	WGS 84	1
WGS9243	WGS 84	1
WGS9244	WGS 84	1
WGS9245	WGS 84	1
WGS9246	WGS 84	1
WGS9247	WGS 84	1
WGS9248	WGS 84	1
WGS9249	WGS 84	1
WGS925	WGS 84	1
WGS9250	WGS 84	1
WGS9251	WGS 84	1
WGS9252	WGS 84	1
WGS9253	WGS 84	1
WGS9254	WGS 84	1
WGS9255	WGS 84	1
WGS9256	WGS 84	1
WGS9257	WGS 84	1
WGS9258	WGS 84	1
WGS9259	WGS 84	1
WGS926	WGS 84	1
WGS9260	WGS 84	1
WGS9261	WGS 84	1
WGS9262	WGS 84	1
WGS9263	WGS 84	1
WGS9264	WGS 84	1
WGS9265	WGS 84	1
WGS9266	WGS 84	1
WGS9267	WGS 84	1
WGS9268	WGS 84	1
WGS9269	WGS 84	1
WGS927	WGS 84	1
WGS9270	WGS 84	1
WGS9271	WGS 84	1
WGS9272	WGS 84	1
WGS9273	WGS 84	1
WGS9274	WGS 84	1
WGS9275	WGS 84	1
WGS9276	WGS 84	1
WGS9277	WGS 84	1
WGS9278	WGS 84	1
WGS9279	WGS 84	1
WGS928	WGS 84	1
WGS9280	WGS 84	1
WGS9281	WGS 84	1
WGS9282	WGS 84	1
WGS9283	WGS 84	1
WGS9284	WGS 84	1
WGS9285	WGS 84	1
WGS9286	WGS 84	1
WGS9287	WGS 84	1
WGS9288	WGS 84	1
WGS9289	WGS 84	1
WGS929	WGS 84	1
WGS9290	WGS 84	1
WGS9291	WGS 84	1
WGS9292	WGS 84	1
WGS9293	WGS 84	1
WGS9294	WGS 84	1
WGS9295	WGS 84	1
WGS9296	WGS 84	1
WGS9297	WGS 84	1
WGS9298	WGS 84	1
WGS9299	WGS 84	1
WGS93	WGS 84	1
WGS930	WGS 84	1
WGS9300	WGS 84	1
WGS9301	WGS 84	1
WGS9302	WGS 84	1
WGS9303	WGS 84	1
WGS9304	WGS 84	1
WGS9305	WGS 84	1
WGS9306	WGS 84	1
WGS9307	WGS 84	1
WGS9308	WGS 84	1
WGS9309	WGS 84	1
WGS931	WGS 84	1
WGS9310	WGS 84	1
WGS9311	WGS 84	1
WGS9312	WGS 84	1
WGS9313	WGS 84	1
WGS9314	WGS 84	1
WGS9315	WGS 84	1
WGS9316	WGS 84	1
WGS9317	WGS 84	1
WGS9318	WGS 84	1
WGS9319	WGS 84	1
WGS932	WGS 84	1
WGS9320	WGS 84	1
WGS9321	WGS 84	1
WGS9322	WGS 84	1
WGS9323	WGS 84	1
WGS9324	WGS 84	1
WGS9325	WGS 84	1
WGS9326	WGS 84	1
WGS9327	WGS 84	1
WGS9328	WGS 84	1
WGS9329	WGS 84	1
WGS933	WGS 84	1
WGS9330	WGS 84	1
WGS9331	WGS 84	1
WGS9332	WGS 84	1
WGS9333	WGS 84	1
WGS9334	WGS 84	1
WGS9335	WGS 84	1
WGS9336	WGS 84	1
WGS9337	WGS 84	1
WGS9338	WGS 84	1
WGS9339	WGS 84	1
WGS934	WGS 84	1
WGS9340	WGS 84	1
WGS9341	WGS 84	1
WGS9342	WGS 84	1
WGS9343	WGS 84	1
WGS9344	WGS 84	1
WGS9345	WGS 84	1
WGS9346	WGS 84	1
WGS9347	WGS 84	1
WGS9348	WGS 84	1
WGS9349	WGS 84	1
WGS935	WGS 84	1
WGS9350	WGS 84	1
WGS9351	WGS 84	1
WGS9352	WGS 84	1
WGS9353	WGS 84	1
WGS9354	WGS 84	1
WGS9355	WGS 84	1
WGS9356	WGS 84	1
WGS9357	WGS 84	1
WGS9358	WGS 84	1
WGS9359	WGS 84	1
WGS936	WGS 84	1
WGS9360	WGS 84	1
WGS9361	WGS 84	1
WGS9362	WGS 84	1
WGS9363	WGS 84	1
WGS9364	WGS 84	1
WGS9365	WGS 84	1
