geodeticdatum	standard	vetted
WGS2903	WGS 84	1
WGS2904	WGS 84	1
WGS2905	WGS 84	1
WGS2906	WGS 84	1
WGS2907	WGS 84	1
WGS2908	WGS 84	1
WGS2909	WGS 84	1
WGS291	WGS 84	1
WGS2910	WGS 84	1
WGS2911	WGS 84	1
WGS2912	WGS 84	1
WGS2913	WGS 84	1
WGS2914	WGS 84	1
WGS2915	WGS 84	1
WGS2916	WGS 84	1
WGS2917	WGS 84	1
WGS2918	WGS 84	1
WGS2919	WGS 84	1
WGS292	WGS 84	1
WGS2920	WGS 84	1
WGS2921	WGS 84	1
WGS2922	WGS 84	1
WGS2923	WGS 84	1
WGS2924	WGS 84	1
WGS2925	WGS 84	1
WGS2926	WGS 84	1
WGS2927	WGS 84	1
WGS2928	WGS 84	1
WGS2929	WGS 84	1
WGS293	WGS 84	1
WGS2930	WGS 84	1
WGS2931	WGS 84	1
WGS2932	WGS 84	1
WGS2933	WGS 84	1
WGS2934	WGS 84	1
WGS2935	WGS 84	1
WGS2936	WGS 84	1
WGS2937	WGS 84	1
WGS2938	WGS 84	1
WGS2939	WGS 84	1
WGS294	WGS 84	1
WGS2940	WGS 84	1
WGS2941	WGS 84	1
WGS2942	WGS 84	1
WGS2943	WGS 84	1
WGS2944	WGS 84	1
WGS2945	WGS 84	1
WGS2946	WGS 84	1
WGS2947	WGS 84	1
WGS2948	WGS 84	1
WGS2949	WGS 84	1
WGS295	WGS 84	1
WGS2950	WGS 84	1
WGS2951	WGS 84	1
WGS2952	WGS 84	1
WGS2953	WGS 84	1
WGS2954	WGS 84	1
WGS2955	WGS 84	1
WGS2956	WGS 84	1
WGS2957	WGS 84	1
WGS2958	WGS 84	1
WGS2959	WGS 84	1
WGS296	WGS 84	1
WGS2960	WGS 84	1
WGS2961	WGS 84	1
WGS2962	WGS 84	1
WGS2963	WGS 84	1
WGS2964	WGS 84	1
WGS2965	WGS 84	1
WGS2966	WGS 84	1
WGS2967	WGS 84	1
WGS2968	WGS 84	1
WGS2969	WGS 84	1
WGS297	WGS 84	1
WGS2970	WGS 84	1
WGS2971	WGS 84	1
WGS2972	WGS 84	1
WGS2973	WGS 84	1
WGS2974	WGS 84	1
WGS2975	WGS 84	1
WGS2976	WGS 84	1
WGS2977	WGS 84	1
WGS2978	WGS 84	1
WGS2979	WGS 84	1
WGS298	WGS 84	1
WGS2980	WGS 84	1
WGS2981	WGS 84	1
WGS2982	WGS 84	1
WGS2983	WGS 84	1
WGS2984	WGS 84	1
WGS2985	WGS 84	1
WGS2986	WGS 84	1
WGS2987	WGS 84	1
WGS2988	WGS 84	1
WGS2989	WGS 84	1
WGS299	WGS 84	1
WGS2990	WGS 84	1
WGS2991	WGS 84	1
WGS2992	WGS 84	1
WGS2993	WGS 84	1
WGS2994	WGS 84	1
WGS2995	WGS 84	1
WGS2996	WGS 84	1
WGS2997	WGS 84	1
WGS2998	WGS 84	1
WGS2999	WGS 84	1
WGS300	WGS 84	1
WGS3000	WGS 84	1
WGS3001	WGS 84	1
WGS3002	WGS 84	1
WGS3003	WGS 84	1
WGS3004	WGS 84	1
WGS3005	WGS 84	1
WGS3006	WGS 84	1
WGS3007	WGS 84	1
WGS3008	WGS 84	1
WGS3009	WGS 84	1
WGS301	WGS 84	1
WGS3010	WGS 84	1
WGS3011	WGS 84	1
WGS3012	WGS 84	1
WGS3013	WGS 84	1
WGS3014	WGS 84	1
WGS3015	WGS 84	1
WGS3016	WGS 84	1
WGS3017	WGS 84	1
WGS3018	WGS 84	1
WGS3019	WGS 84	1
WGS302	WGS 84	1
WGS3020	WGS 84	1
WGS3021	WGS 84	1
WGS3022	WGS 84	1
WGS3023	WGS 84	1
WGS3024	WGS 84	1
WGS3025	WGS 84	1
WGS3026	WGS 84	1
WGS3027	WGS 84	1
WGS3028	WGS 84	1
WGS3029	WGS 84	1
WGS303	WGS 84	1
WGS3030	WGS 84	1
WGS3031	WGS 84	1
WGS3032	WGS 84	1
WGS3033	WGS 84	1
WGS3034	WGS 84	1
WGS3035	WGS 84	1
WGS3036	WGS 84	1
WGS3037	WGS 84	1
WGS3038	WGS 84	1
WGS3039	WGS 84	1
WGS304	WGS 84	1
WGS3040	WGS 84	1
WGS3041	WGS 84	1
WGS3042	WGS 84	1
WGS3043	WGS 84	1
WGS3044	WGS 84	1
WGS3045	WGS 84	1
WGS3046	WGS 84	1
WGS3047	WGS 84	1
WGS3048	WGS 84	1
WGS3049	WGS 84	1
WGS305	WGS 84	1
WGS3050	WGS 84	1
WGS3051	WGS 84	1
WGS3052	WGS 84	1
WGS3053	WGS 84	1
WGS3054	WGS 84	1
WGS3055	WGS 84	1
WGS3056	WGS 84	1
WGS3057	WGS 84	1
WGS3058	WGS 84	1
WGS3059	WGS 84	1
WGS306	WGS 84	1
WGS3060	WGS 84	1
WGS3061	WGS 84	1
WGS3062	WGS 84	1
WGS3063	WGS 84	1
WGS3064	WGS 84	1
WGS3065	WGS 84	1
WGS3066	WGS 84	1
WGS3067	WGS 84	1
WGS3068	WGS 84	1
WGS3069	WGS 84	1
WGS307	WGS 84	1
WGS3070	WGS 84	1
WGS3071	WGS 84	1
WGS3072	WGS 84	1
WGS3073	WGS 84	1
WGS3074	WGS 84	1
WGS3075	WGS 84	1
WGS3076	WGS 84	1
WGS3077	WGS 84	1
WGS3078	WGS 84	1
WGS3079	WGS 84	1
WGS308	WGS 84	1
WGS3080	WGS 84	1
WGS3081	WGS 84	1
WGS3082	WGS 84	1
WGS3083	WGS 84	1
WGS3084	WGS 84	1
WGS3085	WGS 84	1
WGS3086	WGS 84	1
WGS3087	WGS 84	1
WGS3088	WGS 84	1
WGS3089	WGS 84	1
WGS309	WGS 84	1
WGS3090	WGS 84	1
WGS3091	WGS 84	1
WGS3092	WGS 84	1
WGS3093	WGS 84	1
WGS3094	WGS 84	1
WGS3095	WGS 84	1
WGS3096	WGS 84	1
WGS3097	WGS 84	1
WGS3098	WGS 84	1
WGS3099	WGS 84	1
WGS310	WGS 84	1
WGS3100	WGS 84	1
WGS3101	WGS 84	1
WGS3102	WGS 84	1
WGS3103	WGS 84	1
WGS3104	WGS 84	1
WGS3105	WGS 84	1
WGS3106	WGS 84	1
WGS3107	WGS 84	1
WGS3108	WGS 84	1
WGS3109	WGS 84	1
WGS311	WGS 84	1
WGS3110	WGS 84	1
WGS3111	WGS 84	1
WGS3112	WGS 84	1
WGS3113	WGS 84	1
WGS3114	WGS 84	1
WGS3115	WGS 84	1
WGS3116	WGS 84	1
WGS3117	WGS 84	1
WGS3118	WGS 84	1
WGS3119	WGS 84	1
WGS312	WGS 84	1
WGS3120	WGS 84	1
WGS3121	WGS 84	1
WGS3122	WGS 84	1
WGS3123	WGS 84	1
WGS3124	WGS 84	1
WGS3125	WGS 84	1
WGS3126	WGS 84	1
WGS3127	WGS 84	1
WGS3128	WGS 84	1
WGS3129	WGS 84	1
WGS313	WGS 84	1
WGS3130	WGS 84	1
WGS3131	WGS 84	1
WGS3132	WGS 84	1
WGS3133	WGS 84	1
WGS3134	WGS 84	1
WGS3135	WGS 84	1
WGS3136	WGS 84	1
WGS3137	WGS 84	1
WGS3138	WGS 84	1
WGS3139	WGS 84	1
WGS314	WGS 84	1
WGS3140	WGS 84	1
WGS3141	WGS 84	1
WGS3142	WGS 84	1
WGS3143	WGS 84	1
WGS3144	WGS 84	1
WGS3145	WGS 84	1
WGS3146	WGS 84	1
WGS3147	WGS 84	1
WGS3148	WGS 84	1
WGS3149	WGS 84	1
WGS315	WGS 84	1
WGS3150	WGS 84	1
WGS3151	WGS 84	1
WGS3152	WGS 84	1
WGS3153	WGS 84	1
WGS3154	WGS 84	1
WGS3155	WGS 84	1
WGS3156	WGS 84	1
WGS3157	WGS 84	1
WGS3158	WGS 84	1
WGS3159	WGS 84	1
WGS316	WGS 84	1
WGS3160	WGS 84	1
WGS3161	WGS 84	1
WGS3162	WGS 84	1
WGS3163	WGS 84	1
WGS3164	WGS 84	1
WGS3165	WGS 84	1
WGS3166	WGS 84	1
WGS3167	WGS 84	1
WGS3168	WGS 84	1
WGS3169	WGS 84	1
WGS317	WGS 84	1
WGS3170	WGS 84	1
WGS3171	WGS 84	1
WGS3172	WGS 84	1
WGS3173	WGS 84	1
WGS3174	WGS 84	1
WGS3175	WGS 84	1
WGS3176	WGS 84	1
WGS3177	WGS 84	1
WGS3178	WGS 84	1
WGS3179	WGS 84	1
WGS318	WGS 84	1
WGS3180	WGS 84	1
WGS3181	WGS 84	1
WGS3182	WGS 84	1
WGS3183	WGS 84	1
WGS3184	WGS 84	1
WGS3185	WGS 84	1
WGS3186	WGS 84	1
WGS3187	WGS 84	1
WGS3188	WGS 84	1
WGS3189	WGS 84	1
WGS319	WGS 84	1
WGS3190	WGS 84	1
WGS3191	WGS 84	1
WGS3192	WGS 84	1
WGS3193	WGS 84	1
WGS3194	WGS 84	1
WGS3195	WGS 84	1
WGS3196	WGS 84	1
WGS3197	WGS 84	1
WGS3198	WGS 84	1
WGS3199	WGS 84	1
WGS320	WGS 84	1
WGS3200	WGS 84	1
WGS3201	WGS 84	1
WGS3202	WGS 84	1
WGS3203	WGS 84	1
WGS3204	WGS 84	1
WGS3205	WGS 84	1
WGS3206	WGS 84	1
WGS3207	WGS 84	1
WGS3208	WGS 84	1
WGS3209	WGS 84	1
WGS321	WGS 84	1
WGS3210	WGS 84	1
WGS3211	WGS 84	1
WGS3212	WGS 84	1
WGS3213	WGS 84	1
WGS3214	WGS 84	1
WGS3215	WGS 84	1
WGS3216	WGS 84	1
WGS3217	WGS 84	1
WGS3218	WGS 84	1
WGS3219	WGS 84	1
WGS322	WGS 84	1
WGS3220	WGS 84	1
WGS3221	WGS 84	1
WGS3222	WGS 84	1
WGS3223	WGS 84	1
WGS3224	WGS 84	1
WGS3225	WGS 84	1
WGS3226	WGS 84	1
WGS3227	WGS 84	1
WGS3228	WGS 84	1
WGS3229	WGS 84	1
WGS323	WGS 84	1
WGS3230	WGS 84	1
WGS3231	WGS 84	1
WGS3232	WGS 84	1
WGS3233	WGS 84	1
WGS3234	WGS 84	1
WGS3235	WGS 84	1
WGS3236	WGS 84	1
WGS3237	WGS 84	1
WGS3238	WGS 84	1
WGS3239	WGS 84	1
WGS324	WGS 84	1
WGS3240	WGS 84	1
WGS3241	WGS 84	1
WGS3242	WGS 84	1
WGS3243	WGS 84	1
WGS3244	WGS 84	1
WGS3245	WGS 84	1
WGS3246	WGS 84	1
WGS3247	WGS 84	1
WGS3248	WGS 84	1
WGS3249	WGS 84	1
WGS325	WGS 84	1
WGS3250	WGS 84	1
WGS3251	WGS 84	1
WGS3252	WGS 84	1
WGS3253	WGS 84	1
WGS3254	WGS 84	1
WGS3255	WGS 84	1
WGS3256	WGS 84	1
WGS3257	WGS 84	1
WGS3258	WGS 84	1
WGS3259	WGS 84	1
WGS326	WGS 84	1
WGS3260	WGS 84	1
WGS3261	WGS 84	1
WGS3262	WGS 84	1
WGS3263	WGS 84	1
WGS3264	WGS 84	1
WGS3265	WGS 84	1
WGS3266	WGS 84	1
WGS3267	WGS 84	1
WGS3268	WGS 84	1
WGS3269	WGS 84	1
WGS327	WGS 84	1
WGS3270	WGS 84	1
WGS3271	WGS 84	1
WGS3272	WGS 84	1
WGS3273	WGS 84	1
WGS3274	WGS 84	1
WGS3275	WGS 84	1
WGS3276	WGS 84	1
WGS3277	WGS 84	1
WGS3278	WGS 84	1
WGS3279	WGS 84	1
WGS328	WGS 84	1
WGS3280	WGS 84	1
WGS3281	WGS 84	1
WGS3282	WGS 84	1
WGS3283	WGS 84	1
WGS3284	WGS 84	1
WGS3285	WGS 84	1
WGS3286	WGS 84	1
WGS3287	WGS 84	1
WGS3288	WGS 84	1
WGS3289	WGS 84	1
WGS329	WGS 84	1
WGS3290	WGS 84	1
WGS3291	WGS 84	1
WGS3292	WGS 84	1
WGS3293	WGS 84	1
WGS3294	WGS 84	1
WGS3295	WGS 84	1
WGS3296	WGS 84	1
WGS3297	WGS 84	1
WGS3298	WGS 84	1
WGS3299	WGS 84	1
WGS330	WGS 84	1
WGS3300	WGS 84	1
WGS3301	WGS 84	1
WGS3302	WGS 84	1
WGS3303	WGS 84	1
WGS3304	WGS 84	1
WGS3305	WGS 84	1
WGS3306	WGS 84	1
WGS3307	WGS 84	1
WGS3308	WGS 84	1
WGS3309	WGS 84	1
WGS331	WGS 84	1
WGS3310	WGS 84	1
WGS3311	WGS 84	1
WGS3312	WGS 84	1
WGS3313	WGS 84	1
WGS3314	WGS 84	1
WGS3315	WGS 84	1
WGS3316	WGS 84	1
WGS3317	WGS 84	1
WGS3318	WGS 84	1
WGS3319	WGS 84	1
WGS332	WGS 84	1
WGS3320	WGS 84	1
WGS3321	WGS 84	1
WGS3322	WGS 84	1
WGS3323	WGS 84	1
WGS3324	WGS 84	1
WGS3325	WGS 84	1
WGS3326	WGS 84	1
WGS3327	WGS 84	1
WGS3328	WGS 84	1
WGS3329	WGS 84	1
WGS333	WGS 84	1
WGS3330	WGS 84	1
WGS3331	WGS 84	1
WGS3332	WGS 84	1
WGS3333	WGS 84	1
WGS3334	WGS 84	1
WGS3335	WGS 84	1
WGS3336	WGS 84	1
WGS3337	WGS 84	1
WGS3338	WGS 84	1
WGS3339	WGS 84	1
WGS334	WGS 84	1
WGS3340	WGS 84	1
WGS3341	WGS 84	1
WGS3342	WGS 84	1
WGS3343	WGS 84	1
WGS3344	WGS 84	1
WGS3345	WGS 84	1
WGS3346	WGS 84	1
WGS3347	WGS 84	1
WGS3348	WGS 84	1
WGS3349	WGS 84	1
WGS335	WGS 84	1
WGS3350	WGS 84	1
WGS3351	WGS 84	1
WGS3352	WGS 84	1
WGS3353	WGS 84	1
WGS3354	WGS 84	1
WGS3355	WGS 84	1
WGS3356	WGS 84	1
WGS3357	WGS 84	1
WGS3358	WGS 84	1
WGS3359	WGS 84	1
WGS336	WGS 84	1
WGS3360	WGS 84	1
WGS3361	WGS 84	1
WGS3362	WGS 84	1
WGS3363	WGS 84	1
WGS3364	WGS 84	1
WGS3365	WGS 84	1
WGS3366	WGS 84	1
WGS3367	WGS 84	1
WGS3368	WGS 84	1
WGS3369	WGS 84	1
WGS337	WGS 84	1
WGS3370	WGS 84	1
WGS3371	WGS 84	1
WGS3372	WGS 84	1
WGS3373	WGS 84	1
WGS3374	WGS 84	1
WGS3375	WGS 84	1
WGS3376	WGS 84	1
WGS3377	WGS 84	1
WGS3378	WGS 84	1
WGS3379	WGS 84	1
WGS338	WGS 84	1
WGS3380	WGS 84	1
WGS3381	WGS 84	1
WGS3382	WGS 84	1
WGS3383	WGS 84	1
WGS3384	WGS 84	1
WGS3385	WGS 84	1
WGS3386	WGS 84	1
WGS3387	WGS 84	1
WGS3388	WGS 84	1
WGS3389	WGS 84	1
WGS339	WGS 84	1
WGS3390	WGS 84	1
WGS3391	WGS 84	1
WGS3392	WGS 84	1
WGS3393	WGS 84	1
WGS3394	WGS 84	1
WGS3395	WGS 84	1
WGS3396	WGS 84	1
WGS3397	WGS 84	1
WGS3398	WGS 84	1
WGS3399	WGS 84	1
WGS340	WGS 84	1
WGS3400	WGS 84	1
WGS3401	WGS 84	1
WGS3402	WGS 84	1
WGS3403	WGS 84	1
WGS3404	WGS 84	1
WGS3405	WGS 84	1
WGS3406	WGS 84	1
WGS3407	WGS 84	1
WGS3408	WGS 84	1
WGS3409	WGS 84	1
WGS341	WGS 84	1
WGS3410	WGS 84	1
WGS3411	WGS 84	1
WGS3412	WGS 84	1
WGS3413	WGS 84	1
WGS3414	WGS 84	1
WGS3415	WGS 84	1
WGS3416	WGS 84	1
WGS3417	WGS 84	1
WGS3418	WGS 84	1
WGS3419	WGS 84	1
WGS342	WGS 84	1
WGS3420	WGS 84	1
WGS3421	WGS 84	1
WGS3422	WGS 84	1
WGS3423	WGS 84	1
WGS3424	WGS 84	1
WGS3425	WGS 84	1
WGS3426	WGS 84	1
WGS3427	WGS 84	1
WGS3428	WGS 84	1
WGS3429	WGS 84	1
WGS343	WGS 84	1
WGS3430	WGS 84	1
WGS3431	WGS 84	1
WGS3432	WGS 84	1
WGS3433	WGS 84	1
WGS3434	WGS 84	1
WGS3435	WGS 84	1
WGS3436	WGS 84	1
WGS3437	WGS 84	1
WGS3438	WGS 84	1
WGS3439	WGS 84	1
WGS344	WGS 84	1
WGS3440	WGS 84	1
WGS3441	WGS 84	1
WGS3442	WGS 84	1
WGS3443	WGS 84	1
WGS3444	WGS 84	1
WGS3445	WGS 84	1
WGS3446	WGS 84	1
WGS3447	WGS 84	1
WGS3448	WGS 84	1
WGS3449	WGS 84	1
WGS345	WGS 84	1
WGS3450	WGS 84	1
WGS3451	WGS 84	1
WGS3452	WGS 84	1
WGS3453	WGS 84	1
WGS3454	WGS 84	1
WGS3455	WGS 84	1
WGS3456	WGS 84	1
WGS3457	WGS 84	1
WGS3458	WGS 84	1
WGS3459	WGS 84	1
WGS346	WGS 84	1
WGS3460	WGS 84	1
WGS3461	WGS 84	1
WGS3462	WGS 84	1
WGS3463	WGS 84	1
WGS3464	WGS 84	1
WGS3465	WGS 84	1
WGS3466	WGS 84	1
WGS3467	WGS 84	1
WGS3468	WGS 84	1
WGS3469	WGS 84	1
WGS347	WGS 84	1
WGS3470	WGS 84	1
WGS3471	WGS 84	1
WGS3472	WGS 84	1
WGS3473	WGS 84	1
WGS3474	WGS 84	1
WGS3475	WGS 84	1
WGS3476	WGS 84	1
WGS3477	WGS 84	1
WGS3478	WGS 84	1
WGS3479	WGS 84	1
WGS348	WGS 84	1
WGS3480	WGS 84	1
WGS3481	WGS 84	1
WGS3482	WGS 84	1
WGS3483	WGS 84	1
WGS3484	WGS 84	1
WGS3485	WGS 84	1
WGS3486	WGS 84	1
WGS3487	WGS 84	1
WGS3488	WGS 84	1
WGS3489	WGS 84	1
WGS349	WGS 84	1
WGS3490	WGS 84	1
WGS3491	WGS 84	1
WGS3492	WGS 84	1
WGS3493	WGS 84	1
WGS3494	WGS 84	1
WGS3495	WGS 84	1
WGS3496	WGS 84	1
WGS3497	WGS 84	1
WGS3498	WGS 84	1
WGS3499	WGS 84	1
WGS350	WGS 84	1
WGS3500	WGS 84	1
WGS3501	WGS 84	1
WGS3502	WGS 84	1
WGS3503	WGS 84	1
WGS3504	WGS 84	1
WGS3505	WGS 84	1
WGS3506	WGS 84	1
WGS3507	WGS 84	1
WGS3508	WGS 84	1
WGS3509	WGS 84	1
WGS351	WGS 84	1
WGS3510	WGS 84	1
WGS3511	WGS 84	1
WGS3512	WGS 84	1
WGS3513	WGS 84	1
WGS3514	WGS 84	1
WGS3515	WGS 84	1
WGS3516	WGS 84	1
WGS3517	WGS 84	1
WGS3518	WGS 84	1
WGS3519	WGS 84	1
WGS352	WGS 84	1
WGS3520	WGS 84	1
WGS3521	WGS 84	1
WGS3522	WGS 84	1
WGS3523	WGS 84	1
WGS3524	WGS 84	1
WGS3525	WGS 84	1
WGS3526	WGS 84	1
WGS3527	WGS 84	1
WGS3528	WGS 84	1
WGS3529	WGS 84	1
WGS353	WGS 84	1
WGS3530	WGS 84	1
WGS3531	WGS 84	1
WGS3532	WGS 84	1
WGS3533	WGS 84	1
WGS3534	WGS 84	1
WGS3535	WGS 84	1
WGS3536	WGS 84	1
WGS3537	WGS 84	1
WGS3538	WGS 84	1
WGS3539	WGS 84	1
WGS354	WGS 84	1
WGS3540	WGS 84	1
WGS3541	WGS 84	1
WGS3542	WGS 84	1
WGS3543	WGS 84	1
WGS3544	WGS 84	1
WGS3545	WGS 84	1
WGS3546	WGS 84	1
WGS3547	WGS 84	1
WGS3548	WGS 84	1
WGS3549	WGS 84	1
WGS355	WGS 84	1
WGS3550	WGS 84	1
WGS3551	WGS 84	1
WGS3552	WGS 84	1
WGS3553	WGS 84	1
WGS3554	WGS 84	1
WGS3555	WGS 84	1
WGS3556	WGS 84	1
WGS3557	WGS 84	1
WGS3558	WGS 84	1
WGS3559	WGS 84	1
WGS356	WGS 84	1
WGS3560	WGS 84	1
WGS3561	WGS 84	1
WGS3562	WGS 84	1
WGS3563	WGS 84	1
WGS3564	WGS 84	1
WGS3565	WGS 84	1
WGS3566	WGS 84	1
WGS3567	WGS 84	1
WGS3568	WGS 84	1
WGS3569	WGS 84	1
WGS357	WGS 84	1
WGS3570	WGS 84	1
WGS3571	WGS 84	1
WGS3572	WGS 84	1
WGS3573	WGS 84	1
WGS3574	WGS 84	1
WGS3575	WGS 84	1
WGS3576	WGS 84	1
WGS3577	WGS 84	1
WGS3578	WGS 84	1
WGS3579	WGS 84	1
WGS358	WGS 84	1
WGS3580	WGS 84	1
WGS3581	WGS 84	1
WGS3582	WGS 84	1
WGS3583	WGS 84	1
WGS3584	WGS 84	1
WGS3585	WGS 84	1
WGS3586	WGS 84	1
WGS3587	WGS 84	1
WGS3588	WGS 84	1
WGS3589	WGS 84	1
WGS359	WGS 84	1
WGS3590	WGS 84	1
WGS3591	WGS 84	1
WGS3592	WGS 84	1
WGS3593	WGS 84	1
WGS3594	WGS 84	1
WGS3595	WGS 84	1
WGS3596	WGS 84	1
WGS3597	WGS 84	1
WGS3598	WGS 84	1
WGS3599	WGS 84	1
WGS360	WGS 84	1
WGS3600	WGS 84	1
WGS3601	WGS 84	1
WGS3602	WGS 84	1
WGS3603	WGS 84	1
WGS3604	WGS 84	1
WGS3605	WGS 84	1
WGS3606	WGS 84	1
WGS3607	WGS 84	1
WGS3608	WGS 84	1
WGS3609	WGS 84	1
WGS361	WGS 84	1
WGS3610	WGS 84	1
WGS3611	WGS 84	1
WGS3612	WGS 84	1
WGS3613	WGS 84	1
WGS3614	WGS 84	1
WGS3615	WGS 84	1
WGS3616	WGS 84	1
WGS3617	WGS 84	1
WGS3618	WGS 84	1
WGS3619	WGS 84	1
WGS362	WGS 84	1
WGS3620	WGS 84	1
WGS3621	WGS 84	1
WGS3622	WGS 84	1
WGS3623	WGS 84	1
WGS3624	WGS 84	1
WGS3625	WGS 84	1
WGS3626	WGS 84	1
WGS3627	WGS 84	1
WGS3628	WGS 84	1
WGS3629	WGS 84	1
WGS363	WGS 84	1
WGS3630	WGS 84	1
WGS3631	WGS 84	1
WGS3632	WGS 84	1
WGS3633	WGS 84	1
WGS3634	WGS 84	1
WGS3635	WGS 84	1
WGS3636	WGS 84	1
WGS3637	WGS 84	1
WGS3638	WGS 84	1
WGS3639	WGS 84	1
WGS364	WGS 84	1
WGS3640	WGS 84	1
WGS3641	WGS 84	1
WGS3642	WGS 84	1
WGS3643	WGS 84	1
WGS3644	WGS 84	1
WGS3645	WGS 84	1
WGS3646	WGS 84	1
WGS3647	WGS 84	1
WGS3648	WGS 84	1
WGS3649	WGS 84	1
WGS365	WGS 84	1
WGS3650	WGS 84	1
WGS3651	WGS 84	1
WGS3652	WGS 84	1
WGS3653	WGS 84	1
WGS3654	WGS 84	1
WGS3655	WGS 84	1
WGS3656	WGS 84	1
WGS3657	WGS 84	1
WGS3658	WGS 84	1
WGS3659	WGS 84	1
WGS366	WGS 84	1
WGS3660	WGS 84	1
WGS3661	WGS 84	1
WGS3662	WGS 84	1
WGS3663	WGS 84	1
WGS3664	WGS 84	1
WGS3665	WGS 84	1
WGS3666	WGS 84	1
WGS3667	WGS 84	1
WGS3668	WGS 84	1
WGS3669	WGS 84	1
WGS367	WGS 84	1
WGS3670	WGS 84	1
WGS3671	WGS 84	1
WGS3672	WGS 84	1
WGS3673	WGS 84	1
WGS3674	WGS 84	1
WGS3675	WGS 84	1
WGS3676	WGS 84	1
WGS3677	WGS 84	1
WGS3678	WGS 84	1
WGS3679	WGS 84	1
WGS368	WGS 84	1
WGS3680	WGS 84	1
WGS3681	WGS 84	1
WGS3682	WGS 84	1
WGS3683	WGS 84	1
WGS3684	WGS 84	1
WGS3685	WGS 84	1
WGS3686	WGS 84	1
WGS3687	WGS 84	1
WGS3688	WGS 84	1
WGS3689	WGS 84	1
WGS369	WGS 84	1
WGS3690	WGS 84	1
WGS3691	WGS 84	1
WGS3692	WGS 84	1
WGS3693	WGS 84	1
WGS3694	WGS 84	1
WGS3695	WGS 84	1
WGS3696	WGS 84	1
WGS3697	WGS 84	1
WGS3698	WGS 84	1
WGS3699	WGS 84	1
WGS370	WGS 84	1
WGS3700	WGS 84	1
WGS3701	WGS 84	1
WGS3702	WGS 84	1
WGS3703	WGS 84	1
WGS3704	WGS 84	1
WGS3705	WGS 84	1
WGS3706	WGS 84	1
WGS3707	WGS 84	1
WGS3708	WGS 84	1
WGS3709	WGS 84	1
WGS371	WGS 84	1
WGS3710	WGS 84	1
WGS3711	WGS 84	1
WGS3712	WGS 84	1
WGS3713	WGS 84	1
WGS3714	WGS 84	1
WGS3715	WGS 84	1
WGS3716	WGS 84	1
WGS3717	WGS 84	1
WGS3718	WGS 84	1
WGS3719	WGS 84	1
WGS372	WGS 84	1
WGS3720	WGS 84	1
WGS3721	WGS 84	1
WGS3722	WGS 84	1
WGS3723	WGS 84	1
WGS3724	WGS 84	1
WGS3725	WGS 84	1
WGS3726	WGS 84	1
WGS3727	WGS 84	1
WGS3728	WGS 84	1
WGS3729	WGS 84	1
WGS373	WGS 84	1
WGS3730	WGS 84	1
WGS3731	WGS 84	1
WGS3732	WGS 84	1
WGS3733	WGS 84	1
WGS3734	WGS 84	1
WGS3735	WGS 84	1
WGS3736	WGS 84	1
WGS3737	WGS 84	1
WGS3738	WGS 84	1
WGS3739	WGS 84	1
WGS374	WGS 84	1
WGS3740	WGS 84	1
WGS3741	WGS 84	1
WGS3742	WGS 84	1
WGS3743	WGS 84	1
WGS3744	WGS 84	1
WGS3745	WGS 84	1
WGS3746	WGS 84	1
WGS3747	WGS 84	1
WGS3748	WGS 84	1
WGS3749	WGS 84	1
WGS375	WGS 84	1
WGS3750	WGS 84	1
WGS3751	WGS 84	1
WGS3752	WGS 84	1
WGS3753	WGS 84	1
WGS3754	WGS 84	1
WGS3755	WGS 84	1
WGS3756	WGS 84	1
WGS3757	WGS 84	1
WGS3758	WGS 84	1
WGS3759	WGS 84	1
WGS376	WGS 84	1
WGS3760	WGS 84	1
WGS3761	WGS 84	1
WGS3762	WGS 84	1
WGS3763	WGS 84	1
WGS3764	WGS 84	1
WGS3765	WGS 84	1
WGS3766	WGS 84	1
WGS3767	WGS 84	1
WGS3768	WGS 84	1
WGS3769	WGS 84	1
WGS377	WGS 84	1
WGS3770	WGS 84	1
WGS3771	WGS 84	1
WGS3772	WGS 84	1
WGS3773	WGS 84	1
WGS3774	WGS 84	1
WGS3775	WGS 84	1
WGS3776	WGS 84	1
WGS3777	WGS 84	1
WGS3778	WGS 84	1
WGS3779	WGS 84	1
WGS378	WGS 84	1
WGS3780	WGS 84	1
WGS3781	WGS 84	1
WGS3782	WGS 84	1
WGS3783	WGS 84	1
WGS3784	WGS 84	1
WGS3785	WGS 84	1
WGS3786	WGS 84	1
WGS3787	WGS 84	1
WGS3788	WGS 84	1
WGS3789	WGS 84	1
WGS379	WGS 84	1
WGS3790	WGS 84	1
WGS3791	WGS 84	1
WGS3792	WGS 84	1
WGS3793	WGS 84	1
WGS3794	WGS 84	1
WGS3795	WGS 84	1
WGS3796	WGS 84	1
WGS3797	WGS 84	1
WGS3798	WGS 84	1
WGS3799	WGS 84	1
WGS380	WGS 84	1
WGS3800	WGS 84	1
WGS3801	WGS 84	1
WGS3802	WGS 84	1
WGS3803	WGS 84	1
WGS3804	WGS 84	1
WGS3805	WGS 84	1
WGS3806	WGS 84	1
WGS3807	WGS 84	1
WGS3808	WGS 84	1
WGS3809	WGS 84	1
WGS381	WGS 84	1
WGS3810	WGS 84	1
WGS3811	WGS 84	1
WGS3812	WGS 84	1
WGS3813	WGS 84	1
WGS3814	WGS 84	1
WGS3815	WGS 84	1
WGS3816	WGS 84	1
